Row Index,KOD,Year,Uviversity,Hünärler,Tölegli talyp sany,BŽ talyp sany
4,B,2023-2024,TDMI,Pedagogika bilimi (matematika we informatika),0,0
5,B,2023-2024,TDMI,Pedagogika bilimi (geografiýa we ykdysadyýetiň esaslary),0,0
6,B,2023-2024,TDMI,Durmuş işi,0,0
7,B,2023-2024,TDMI,Başlangyç bilimiň mugallymçylygy we psihologiýasy,0,0
8,B,2023-2024,TDMI,Mekdebe çenli bilim we terbiýe,0,0
9,B,2023-2024,TDMI,Pedagogika bilimi (iňlis dili),0,0
10,B,2023-2024,TDMI,Pedagogika bilimi (nemes we iňlis dilleri),0,0
11,B,2023-2024,TDMI,Pedagogika bilimi (fransuz we iňlis dilleri),0,0
12,B,2023-2024,TDMI,Pedagogika bilimi (rus dili we edebiýaty),0,0
13,B,2023-2024,TDMI,Pedagogika bilimi (ispan we iňlis dilleri),0,0
14,B,2023-2024,TDMI,"Pedagogika bilimi (arap dili, türkmen dili we edebiýaty)",0,0
15,B,2023-2024,TDMI,"Pedagogika bilimi (pars dili, türkmen dili we edebiýaty)",0,0
16,B,2023-2024,TDMI,"Pedagogika bilimi (türk dili, türkmen dili we edebiýaty)",0,0
17,B,2023-2024,TDMI,"Pedagogika bilimi (hytaý dili, türkmen dili we edebiýaty)",0,0
18,B,2023-2024,TDMI,"Pedagogika bilimi (ýapon dili, türkmen dili we edebiýaty)",0,0
19,B,2023-2024,TDMI,"Pedagogika bilimi (koreý dili, türkmen dili we edebiýaty)",0,0
20,B,2023-2024,TDMI,"Pedagogika bilimi (hindi dili, türkmen dili we edebiýaty)",0,0
21,B,2023-2024,TDMI,Pedagogika bilimi (türkmen dili we edebiýaty),0,0
22,B,2023-2024,TDMI,Pedagogika bilimi (italýan we iňlis dilleri),0,0
23,B,2023-2024,TDMI,Terjime we terjimeçilik işi (iňlis dili),0,0
24,B,2023-2024,TDMI,Terjime we terjimeçilik işi (rus dili),0,0
25,B,2023-2024,TDMI,Türkmen dilini okatmagyň usulyýeti,0,0
26,B,2023-2024,TDMI,Rus dilini okatmagyň usulyýeti,0,0
27,B,2023-2024,TDMI,Iňlis dilini okatmagyň usulyýeti,0,0
28,B,2023-2024,TDMI,Nemes dili,0,0
29,B,2023-2024,TDMI,Fransuz dili,0,0
30,B,2023-2024,TDMI,Ispan dili,0,0
31,B,2023-2024,TDMI,Italýan dili,0,0
32,B,2023-2024,TDMI,Filosofiýa ,0,0
33,B,2023-2024,TDMI,Sosiologiýa ,0,0
34,B,2023-2024,TDMI,Žurnalistika ,0,0
35,B,2023-2024,TDMI,Halkara jemagat hukugy ,0,0
36,B,2023-2024,TDMI,Halkara hususy hukugy ,0,0
37,B,2023-2024,TDMI,Halkara gatnaşyklary we dünýä syýasaty ,0,0
38,B,2023-2024,TDMI,Halkara ykdysadyýet,0,0
39,B,2023-2024,TDMI,Halkara täjirçilik,0,0
40,B,2023-2024,TDMI,Halkara maliýe,0,0
41,B,2023-2024,TDMI,Ätiýaçlandyryş işi,0,0
42,B,2023-2024,TDMI,Halkara menejment,0,0
43,B,2023-2024,TDMI,Kompýuter tehnologiýasy,0,0
44,B,2023-2024,TDMI,Kompýuter ulgamynyň programma üpjünçiligi,0,0
45,B,2023-2024,TDMI,Maglumat we kommunikasiýa tehnologiýalary,0,0
46,B,2023-2024,TDMI,Nebitgaz işi,0,0
47,B,2023-2024,TDMI,Dag işi,0,0
48,B,2023-2024,TDMI,Gazylyp alynýan peýdaly magdanlaryň geologiýasy we gözlegi,0,0
49,B,2023-2024,TDMI,Tehnologiki maşynlar we enjamlar,0,0
50,B,2023-2024,TDMI,Elektroenergetika we elektrotehnika,0,0
51,B,2023-2024,TDMI,Himiýa tehnologiýasy,0,0
52,B,2023-2024,TDMI,Standartlaşdyrmak we metrologiýa (nebitgaz pudagynda),0,0
53,B,2023-2024,TDMI,Nebitgaz pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
54,B,2023-2024,TDMI,Logistika,0,0
55,B,2023-2024,TDMI,Işgärleri dolandyrmak,0,0
56,B,2023-2024,TDMI,Programma inženerçiligi,0,0
57,B,2023-2024,TDMI,Maglumat howpsuzlygy,0,0
58,B,2023-2024,TDMI,Kartografiýa we geoinformatika,0,0
59,B,2023-2024,TDMI,Gozgalmaýan emläkleriň ekspertizasy we dolandyrylyşy,0,0
60,B,2023-2024,TDMI,Maglumat-ölçeýiş tehnikasy we tehnologiýasy,0,0
61,B,2023-2024,TDMI,Mikroelektronika we ýarymgeçirijili abzallar,0,0
62,B,2023-2024,TDMI,Senagat elektronikasy,0,0
63,B,2023-2024,TDMI,Kärhananyň ykdysadyýeti we dolandyrylyşy,0,0
64,B,2023-2024,TDMI,Önümçiligiň ykdysadyýeti we guralyşy (senagat pudagynda),0,0
65,B,2023-2024,TDMI,Buhgalterçilik hasaba alnyşy we audit,0,0
66,B,2023-2024,TDMI,"Buhgalterçilik hasaba alnyşy, analiz we audit",0,0
67,B,2023-2024,TDMI,Ykdysadyýet,0,0
68,B,2023-2024,TDMI,Statistika,0,0
69,B,2023-2024,TDMI,Ykdysady howpsuzlyk,0,0
70,B,2023-2024,TDMI,Ykdysadyýet we hukuk,0,0
71,B,2023-2024,TDMI,Bank işi,0,0
72,B,2023-2024,TDMI,Maliýe,0,0
73,B,2023-2024,TDMI,Sanly ykdysadyýet,0,0
74,B,2023-2024,TDMI,Işewürlik-informatika,0,0
75,B,2023-2024,TDMI,Dünýä ykdysadyýeti,0,0
76,B,2023-2024,TDMI,Menejment,0,0
77,B,2023-2024,TDMI,Döwlet we ýerli dolandyryş,0,0
78,B,2023-2024,TDMI,Zähmetiň ykdysadyýeti,0,0
79,B,2023-2024,TDMI,Marketing,0,0
80,B,2023-2024,TDMI,Täjirçilik (Söwda işi),0,0
81,B,2023-2024,TDMI,Harytşynaslyk,0,0
82,B,2023-2024,TDMI,Hili dolandyrmak,0,0
83,B,2023-2024,TDMI,Maliýe gözegçiligi,0,0
84,B,2023-2024,TDMI,Maliýe menejmenti,0,0
85,B,2023-2024,TDMI,Maliýe we karz ,0,0
86,B,2023-2024,TDMI,Bank işi we pul dolanyşygy ,0,0
87,B,2023-2024,TDMI,Salgytlar we salgyt salmak,0,0
88,B,2023-2024,TDMI,Töwekgelçilikleri dolandyrmak we ätiýaçlandyryş işi,0,0
89,B,2023-2024,TDMI,Birža işi ,0,0
90,B,2023-2024,TDMI,Awtomatlaşdyrma we amaly informatika,0,0
91,B,2023-2024,TDMI,Ýyladyşhana hojalygy,0,0
92,B,2023-2024,TDMI,Agroekologiýa,0,0
93,B,2023-2024,TDMI,Zootehniýa,0,0
94,B,2023-2024,TDMI,Atçylyk,0,0
95,B,2023-2024,TDMI,Senagat balykçylygy,0,0
96,B,2023-2024,TDMI,Kinologiýa,0,0
97,B,2023-2024,TDMI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
98,B,2023-2024,TDMI,"Ykdysadyýet (oba hojalygynda), Ykdysadyýet we dolandyryş (oba hojalygynda)",0,0
99,B,2023-2024,TDMI,Maglumat howpsuzlygynyň menejmenti,0,0
100,B,2023-2024,TDMI,Sanly dolandyryş ,0,0
101,B,2023-2024,TDMI,Agroinženerçilik,0,0
102,B,2023-2024,TDMI,Ýer gurluşygy we kadastrlar ,0,0
103,B,2023-2024,TDMI,Awtomatlaşdyrmak we dolandyrmak,0,0
104,B,2023-2024,TDMI,Gidrotehniki desgalar,0,0
105,B,2023-2024,TDMI,Gidromelioratiw ulgamlarynyň ulanylyşy ,0,0
106,B,2023-2024,TDMI,Oba hojalyk önümlerini gaýtadan işlemegiň tehnologiýasy,0,0
107,B,2023-2024,TDMI,Halkara gatnaşyklary,0,0
108,B,2023-2024,TDMI,Halkara hukugy,0,0
109,B,2023-2024,TDMI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
110,B,2023-2024,TDMI,Kitaphana işi,20,0
111,B,2023-2024,TDMI,Kitaphana-maglumat işleri,20,0
112,B,2023-2024,TDMI,Telewideniýe žurnalistikasy,15,0
113,B,2023-2024,TDMI,Syýahatçylyk,20,0
114,B,2023-2024,TDMI,Myhmanhana işi,20,0
115,B,2023-2024,TDMI,Resminama we arhiw öwreniş,20,0
116,B,2023-2024,TDMI,Arheologiýa,20,0
117,B,2023-2024,TDMI,Medeniýeti öwreniş,40,0
118,B,2023-2024,TDMI,Muzeýi öwreniş hem-de medeni we tebigy miras ýadygärliklerini goramak,20,0
119,B,2023-2024,TDMI,Art-menejment,20,0
120,B,2023-2024,TDMI,Horeografiýa sungaty  (Folklor toparyny döretmek we dolandyrmak) ,0,20
121,B,2023-2024,TDMI,Horeografiýa sungaty (Milli tans toparyny döretmek we dolandyrmak),0,20
122,B,2023-2024,TDMI,Dramaturgiýa,0,0
123,B,2023-2024,TDMI,Aktýorçylyk sungaty (Drama we kino aktýory)                                                                                                 ,0,20
124,B,2023-2024,TDMI,Aktýorçylyk sungaty  (Gurjak teatrynyň aktýory),0,12
125,B,2023-2024,TDMI,Drama režissurasy,0,8
126,B,2023-2024,TDMI,Çeper höwesjeňleriň aýdym-saz toparyny döretmek we dolandyrmak,20,0
127,B,2023-2024,TDMI,Dikeldiş işleri (görnüşleri boýunça),20,0
128,B,2023-2024,TDMI,Ses režissurasy,20,0
129,B,2023-2024,TDMI,Kino režissurasy,7,0
130,B,2023-2024,TDMI,Yşyklandyryş tehnologiýalary,20,0
131,B,2023-2024,TDMI,Telewideniýe režissurasy,0,0
132,B,2023-2024,TDMI,Teleradiogepleşikleri guramak we alyp barmak,20,0
133,B,2023-2024,TDMI,Operatorçylyk işi we montaž režissurasy,18,0
134,B,2023-2024,TDMI,Rejelemek işi,0,0
135,B,2023-2024,TDMI,Medeni-köpçülik çärelerini guramak  we goýmak,0,0
136,B,2023-2024,TDMI,Infokommunikasion tehnologiýalar we aragatnaşyk ulgamlary,0,0
137,B,2023-2024,TDMI,Energetika pudagynyň kärhanalarynyň ykdysadyýeti we dolandyrylyşy,0,0
138,B,2023-2024,TDMI,Materiallary öwrenmek we täze materiallaryň tehnologiýasy,0,0
139,B,2023-2024,TDMI,Nanomateriallar,0,0
140,B,2023-2024,TDMI,Himiki inžiniring,0,0
141,B,2023-2024,TDMI,Biotehnologiýa,0,0
142,B,2023-2024,TDMI,Ekologiýa we tebigatdan peýdalanmak,0,0
143,B,2023-2024,TDMI,Genetika we bioinžiniring,0,0
144,B,2023-2024,TDMI,Öýjük we molekulýar biologiýa,0,0
145,B,2023-2024,TDMI,Mikrobiologiýa,0,0
146,B,2023-2024,TDMI,Informatika we hasaplaýyş tehnikasy,0,0
147,B,2023-2024,TDMI,Mobil we tor inžiniringi,0,0
148,B,2023-2024,TDMI,Animasiýa we grafiki dizaýny,0,0
149,B,2023-2024,TDMI,Sanly infrastruktura we kiberhowpsuzlyk,0,0
150,B,2023-2024,TDMI,Emeli aň we ekspert ulgamlary,0,0
151,B,2023-2024,TDMI,Elektronika we nanoelektronika,0,0
152,B,2023-2024,TDMI,Mehatronika we robot tehnikasy,0,0
153,B,2023-2024,TDMI,Biolukmançylyk elektronikasy,0,0
154,B,2023-2024,TDMI,Häzirkizaman tehnologiýalaryň fizikasy,0,0
155,B,2023-2024,TDMI,Maglumatlary goramagyň tehniki serişdeleri,0,0
156,B,2023-2024,TDMI,Sanly ykdysadyýetiň tehnologiýalary,0,0
157,B,2023-2024,TDMI,Innowasion ykdysadyýet,0,0
158,B,2023-2024,TDMI,Tehnologiýa işewürligi,0,0
159,B,2023-2024,TDMI,Filologiýa (tehniki iňlis dili we ýapon dili),0,0
160,B,2023-2024,TDMI,Kompýuter lingwistikasy,0,0
161,B,2023-2024,TDMI,Innowasion menejment we halkara işewürligi,0,0
162,B,2023-2024,TDMI,Howa hereketiniň dolandyrylyşy,0,0
163,B,2023-2024,TDMI,Howa ulagynda gatnawlary guramak we dolandyrmak,0,0
164,B,2023-2024,TDMI,Önümçiligiň we tehnologiýa prosesleriniň awtomatlaşdyrylyşy,0,0
165,B,2023-2024,TDMI,Ulag pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
166,B,2023-2024,TDMI,Ýerüsti ulag-tehnologiki serişdeler,0,0
167,B,2023-2024,TDMI,Ykdysadyýet we dolandyryş,0,0
168,B,2023-2024,TDMI,Seýisçilik,0,0
169,B,2023-2024,TDMI,Atly sport we atly syýahatçylyk,0,0
170,B,2023-2024,TDMI,Milli at üstündäki oýunlar,0,0
171,B,2023-2024,TDMI,Sirk sungaty,0,0
172,B,2023-2024,TDMI,Weterinar we sanitar ekspertizasy,0,0
173,B,2023-2024,TDMI,Ýöriteleşdirilen bilim (defektologiýa),0,0
174,B,2023-2024,TDMI,Halkara söwda,0,0
175,B,2023-2024,TDMI,Uçuş apparatlarynyň we hereketlendirijileriň tehniki ulanylyşy,0,0
176,B,2023-2024,TDMI,Howa gämileriniň awiasiýa we radioelektron enjamlarynyň tehniki ulanylyşy,0,0
177,B,2023-2024,TDMI,Neşirýat işi ,0,0
178,B,2023-2024,TDMI,Maliýe bazarlary we banklar ,0,0
179,B,2023-2024,TDMI,Sanly ykdysadyýetde maliýe ,0,0
180,B,2023-2024,TDMI,Maliýe hukugy ,0,0
181,B,2023-2024,TDMI,Dünýä maliýe bazary ,0,0
182,B,2023-2024,TDMI,Gymmatly kagyzlaryň bazary,0,0
183,B,2023-2024,TDMI,Baha kesmek işi ,0,0
184,B,2023-2024,TDMI,Sanly ykdysadyýetde maliýe bazarlary we maliýe howpsuzlygy ,0,0
185,B,2023-2024,TDMI,Elektron işewürliginiň ykdysadyýeti,0,0
186,B,2023-2024,TDMI,Elektron täjirçiligi ,0,0
187,B,2023-2024,TDMI,Maglumat ulgamlary we tehnologiýalary (ykdysadyýetde we dolandyryşda) ,0,0
188,B,2023-2024,TDMI,Ykdysady kibernetika ,0,0
189,B,2023-2024,TDMI,Işewürlik we telekeçilik,0,0
190,B,2023-2024,TDMI,Ilatyň durmuş üpjünçiligini guramak ,0,0
191,B,2023-2024,TDMI,Önümiň tehnologiýasy we jemgyýetçilik iýmitini guramak,0,0
192,B,2023-2024,TDMI,Söwdada we logistikada sanly tehnologiýalar ,0,0
193,B,2023-2024,TDMI,Zähmetiň ykdysadyýeti we bazary ,0,0
1,B,2023-2024,TMK,Amaly matematika we informatika,0,0
2,B,2023-2024,TMK,Maglumat ulgamlary we tehnologiýalary,0,0
3,B,2023-2024,TMK,Pedagogika bilimi (informatika we bilimde maglumat tehnologiýalary),0,0
4,B,2023-2024,TMK,Pedagogika bilimi (matematika we informatika),0,0
5,B,2023-2024,TMK,Pedagogika bilimi (geografiýa we ykdysadyýetiň esaslary),0,0
6,B,2023-2024,TMK,Durmuş işi,0,0
7,B,2023-2024,TMK,Başlangyç bilimiň mugallymçylygy we psihologiýasy,0,0
8,B,2023-2024,TMK,Mekdebe çenli bilim we terbiýe,0,0
9,B,2023-2024,TMK,Pedagogika bilimi (iňlis dili),0,0
10,B,2023-2024,TMK,Pedagogika bilimi (nemes we iňlis dilleri),0,0
11,B,2023-2024,TMK,Pedagogika bilimi (fransuz we iňlis dilleri),0,0
12,B,2023-2024,TMK,Pedagogika bilimi (rus dili we edebiýaty),0,0
13,B,2023-2024,TMK,Pedagogika bilimi (ispan we iňlis dilleri),0,0
14,B,2023-2024,TMK,"Pedagogika bilimi (arap dili, türkmen dili we edebiýaty)",0,0
15,B,2023-2024,TMK,"Pedagogika bilimi (pars dili, türkmen dili we edebiýaty)",0,0
16,B,2023-2024,TMK,"Pedagogika bilimi (türk dili, türkmen dili we edebiýaty)",0,0
17,B,2023-2024,TMK,"Pedagogika bilimi (hytaý dili, türkmen dili we edebiýaty)",0,0
18,B,2023-2024,TMK,"Pedagogika bilimi (ýapon dili, türkmen dili we edebiýaty)",0,0
19,B,2023-2024,TMK,"Pedagogika bilimi (koreý dili, türkmen dili we edebiýaty)",0,0
20,B,2023-2024,TMK,"Pedagogika bilimi (hindi dili, türkmen dili we edebiýaty)",0,0
21,B,2023-2024,TMK,Pedagogika bilimi (türkmen dili we edebiýaty),0,0
22,B,2023-2024,TMK,Pedagogika bilimi (italýan we iňlis dilleri),0,0
23,B,2023-2024,TMK,Terjime we terjimeçilik işi (iňlis dili),0,0
24,B,2023-2024,TMK,Terjime we terjimeçilik işi (rus dili),0,0
25,B,2023-2024,TMK,Türkmen dilini okatmagyň usulyýeti,0,0
26,B,2023-2024,TMK,Rus dilini okatmagyň usulyýeti,0,0
27,B,2023-2024,TMK,Iňlis dilini okatmagyň usulyýeti,0,0
28,B,2023-2024,TMK,Nemes dili,0,0
29,B,2023-2024,TMK,Fransuz dili,0,0
30,B,2023-2024,TMK,Ispan dili,0,0
31,B,2023-2024,TMK,Italýan dili,0,0
32,B,2023-2024,TMK,Filosofiýa ,0,0
33,B,2023-2024,TMK,Sosiologiýa ,0,0
34,B,2023-2024,TMK,Žurnalistika ,0,0
35,B,2023-2024,TMK,Halkara jemagat hukugy ,0,0
36,B,2023-2024,TMK,Halkara hususy hukugy ,0,0
37,B,2023-2024,TMK,Halkara gatnaşyklary we dünýä syýasaty ,0,0
38,B,2023-2024,TMK,Halkara ykdysadyýet,0,0
39,B,2023-2024,TMK,Halkara täjirçilik,0,0
40,B,2023-2024,TMK,Halkara maliýe,0,0
41,B,2023-2024,TMK,Ätiýaçlandyryş işi,0,0
42,B,2023-2024,TMK,Halkara menejment,0,0
43,B,2023-2024,TMK,Kompýuter tehnologiýasy,0,0
44,B,2023-2024,TMK,Kompýuter ulgamynyň programma üpjünçiligi,0,0
45,B,2023-2024,TMK,Maglumat we kommunikasiýa tehnologiýalary,0,0
46,B,2023-2024,TMK,Nebitgaz işi,0,0
47,B,2023-2024,TMK,Dag işi,0,0
48,B,2023-2024,TMK,Gazylyp alynýan peýdaly magdanlaryň geologiýasy we gözlegi,0,0
49,B,2023-2024,TMK,Tehnologiki maşynlar we enjamlar,0,0
50,B,2023-2024,TMK,Elektroenergetika we elektrotehnika,0,0
51,B,2023-2024,TMK,Himiýa tehnologiýasy,0,0
52,B,2023-2024,TMK,Standartlaşdyrmak we metrologiýa (nebitgaz pudagynda),0,0
53,B,2023-2024,TMK,Nebitgaz pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
54,B,2023-2024,TMK,Logistika,0,0
55,B,2023-2024,TMK,Işgärleri dolandyrmak,0,0
56,B,2023-2024,TMK,Programma inženerçiligi,0,0
57,B,2023-2024,TMK,Maglumat howpsuzlygy,0,0
58,B,2023-2024,TMK,Kartografiýa we geoinformatika,0,0
59,B,2023-2024,TMK,Gozgalmaýan emläkleriň ekspertizasy we dolandyrylyşy,0,0
60,B,2023-2024,TMK,Maglumat-ölçeýiş tehnikasy we tehnologiýasy,0,0
61,B,2023-2024,TMK,Mikroelektronika we ýarymgeçirijili abzallar,0,0
62,B,2023-2024,TMK,Senagat elektronikasy,0,0
63,B,2023-2024,TMK,Kärhananyň ykdysadyýeti we dolandyrylyşy,0,0
64,B,2023-2024,TMK,Önümçiligiň ykdysadyýeti we guralyşy (senagat pudagynda),0,0
65,B,2023-2024,TMK,Buhgalterçilik hasaba alnyşy we audit,0,0
66,B,2023-2024,TMK,"Buhgalterçilik hasaba alnyşy, analiz we audit",0,0
67,B,2023-2024,TMK,Ykdysadyýet,0,0
68,B,2023-2024,TMK,Statistika,0,0
69,B,2023-2024,TMK,Ykdysady howpsuzlyk,0,0
70,B,2023-2024,TMK,Ykdysadyýet we hukuk,0,0
71,B,2023-2024,TMK,Bank işi,0,0
72,B,2023-2024,TMK,Maliýe,0,0
73,B,2023-2024,TMK,Sanly ykdysadyýet,0,0
74,B,2023-2024,TMK,Işewürlik-informatika,0,0
75,B,2023-2024,TMK,Dünýä ykdysadyýeti,0,0
76,B,2023-2024,TMK,Menejment,0,0
77,B,2023-2024,TMK,Döwlet we ýerli dolandyryş,0,0
78,B,2023-2024,TMK,Zähmetiň ykdysadyýeti,0,0
79,B,2023-2024,TMK,Marketing,0,0
80,B,2023-2024,TMK,Täjirçilik (Söwda işi),0,0
81,B,2023-2024,TMK,Harytşynaslyk,0,0
82,B,2023-2024,TMK,Hili dolandyrmak,0,0
83,B,2023-2024,TMK,Maliýe gözegçiligi,0,0
84,B,2023-2024,TMK,Maliýe menejmenti,0,0
85,B,2023-2024,TMK,Maliýe we karz ,0,0
86,B,2023-2024,TMK,Bank işi we pul dolanyşygy ,0,0
87,B,2023-2024,TMK,Salgytlar we salgyt salmak,0,0
88,B,2023-2024,TMK,Töwekgelçilikleri dolandyrmak we ätiýaçlandyryş işi,0,0
89,B,2023-2024,TMK,Birža işi ,0,0
90,B,2023-2024,TMK,Awtomatlaşdyrma we amaly informatika,0,0
91,B,2023-2024,TMK,Ýyladyşhana hojalygy,0,0
92,B,2023-2024,TMK,Agroekologiýa,0,0
93,B,2023-2024,TMK,Zootehniýa,0,0
94,B,2023-2024,TMK,Atçylyk,0,0
95,B,2023-2024,TMK,Senagat balykçylygy,0,0
96,B,2023-2024,TMK,Kinologiýa,0,0
97,B,2023-2024,TMK,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
98,B,2023-2024,TMK,"Ykdysadyýet (oba hojalygynda), Ykdysadyýet we dolandyryş (oba hojalygynda)",0,0
99,B,2023-2024,TMK,Maglumat howpsuzlygynyň menejmenti,0,0
100,B,2023-2024,TMK,Sanly dolandyryş ,0,0
101,B,2023-2024,TMK,Agroinženerçilik,0,0
102,B,2023-2024,TMK,Ýer gurluşygy we kadastrlar ,0,0
103,B,2023-2024,TMK,Awtomatlaşdyrmak we dolandyrmak,0,0
104,B,2023-2024,TMK,Gidrotehniki desgalar,0,0
105,B,2023-2024,TMK,Gidromelioratiw ulgamlarynyň ulanylyşy ,0,0
106,B,2023-2024,TMK,Oba hojalyk önümlerini gaýtadan işlemegiň tehnologiýasy,0,0
107,B,2023-2024,TMK,Halkara gatnaşyklary,0,0
108,B,2023-2024,TMK,Halkara hukugy,0,0
109,B,2023-2024,TMK,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
110,B,2023-2024,TMK,Kitaphana işi,0,0
111,B,2023-2024,TMK,Kitaphana-maglumat işleri,0,0
112,B,2023-2024,TMK,Telewideniýe žurnalistikasy,0,0
113,B,2023-2024,TMK,Syýahatçylyk,0,0
114,B,2023-2024,TMK,Myhmanhana işi,0,0
115,B,2023-2024,TMK,Resminama we arhiw öwreniş,0,0
116,B,2023-2024,TMK,Arheologiýa,0,0
117,B,2023-2024,TMK,Medeniýeti öwreniş,0,0
118,B,2023-2024,TMK,Muzeýi öwreniş hem-de medeni we tebigy miras ýadygärliklerini goramak,0,0
119,B,2023-2024,TMK,Art-menejment,0,0
120,B,2023-2024,TMK,Horeografiýa sungaty  (Folklor toparyny döretmek we dolandyrmak) ,0,0
121,B,2023-2024,TMK,Horeografiýa sungaty (Milli tans toparyny döretmek we dolandyrmak),0,0
122,B,2023-2024,TMK,Dramaturgiýa,0,0
123,B,2023-2024,TMK,Aktýorçylyk sungaty (Drama we kino aktýory)                                                                                                 ,0,0
124,B,2023-2024,TMK,Aktýorçylyk sungaty  (Gurjak teatrynyň aktýory),0,0
125,B,2023-2024,TMK,Drama režissurasy,0,0
126,B,2023-2024,TMK,Çeper höwesjeňleriň aýdym-saz toparyny döretmek we dolandyrmak,0,0
127,B,2023-2024,TMK,Dikeldiş işleri (görnüşleri boýunça),0,0
128,B,2023-2024,TMK,Ses režissurasy,0,0
129,B,2023-2024,TMK,Kino režissurasy,0,0
130,B,2023-2024,TMK,Yşyklandyryş tehnologiýalary,0,0
131,B,2023-2024,TMK,Telewideniýe režissurasy,0,0
132,B,2023-2024,TMK,Teleradiogepleşikleri guramak we alyp barmak,0,0
133,B,2023-2024,TMK,Operatorçylyk işi we montaž režissurasy,0,0
134,B,2023-2024,TMK,Rejelemek işi,0,0
135,B,2023-2024,TMK,Medeni-köpçülik çärelerini guramak  we goýmak,0,0
136,B,2023-2024,TMK,Infokommunikasion tehnologiýalar we aragatnaşyk ulgamlary,0,0
137,B,2023-2024,TMK,Energetika pudagynyň kärhanalarynyň ykdysadyýeti we dolandyrylyşy,0,0
138,B,2023-2024,TMK,Materiallary öwrenmek we täze materiallaryň tehnologiýasy,0,0
139,B,2023-2024,TMK,Nanomateriallar,0,0
140,B,2023-2024,TMK,Himiki inžiniring,0,0
141,B,2023-2024,TMK,Biotehnologiýa,0,0
142,B,2023-2024,TMK,Ekologiýa we tebigatdan peýdalanmak,0,0
143,B,2023-2024,TMK,Genetika we bioinžiniring,0,0
144,B,2023-2024,TMK,Öýjük we molekulýar biologiýa,0,0
145,B,2023-2024,TMK,Mikrobiologiýa,0,0
146,B,2023-2024,TMK,Informatika we hasaplaýyş tehnikasy,0,0
147,B,2023-2024,TMK,Mobil we tor inžiniringi,0,0
148,B,2023-2024,TMK,Animasiýa we grafiki dizaýny,0,0
149,B,2023-2024,TMK,Sanly infrastruktura we kiberhowpsuzlyk,0,0
150,B,2023-2024,TMK,Emeli aň we ekspert ulgamlary,0,0
151,B,2023-2024,TMK,Elektronika we nanoelektronika,0,0
152,B,2023-2024,TMK,Mehatronika we robot tehnikasy,0,0
153,B,2023-2024,TMK,Biolukmançylyk elektronikasy,0,0
154,B,2023-2024,TMK,Häzirkizaman tehnologiýalaryň fizikasy,0,0
155,B,2023-2024,TMK,Maglumatlary goramagyň tehniki serişdeleri,0,0
156,B,2023-2024,TMK,Sanly ykdysadyýetiň tehnologiýalary,0,0
157,B,2023-2024,TMK,Innowasion ykdysadyýet,0,0
158,B,2023-2024,TMK,Tehnologiýa işewürligi,0,0
159,B,2023-2024,TMK,Filologiýa (tehniki iňlis dili we ýapon dili),0,0
160,B,2023-2024,TMK,Kompýuter lingwistikasy,0,0
161,B,2023-2024,TMK,Innowasion menejment we halkara işewürligi,0,0
162,B,2023-2024,TMK,Howa hereketiniň dolandyrylyşy,0,0
163,B,2023-2024,TMK,Howa ulagynda gatnawlary guramak we dolandyrmak,0,0
164,B,2023-2024,TMK,Önümçiligiň we tehnologiýa prosesleriniň awtomatlaşdyrylyşy,0,0
165,B,2023-2024,TMK,Ulag pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
166,B,2023-2024,TMK,Ýerüsti ulag-tehnologiki serişdeler,0,0
167,B,2023-2024,TMK,Ykdysadyýet we dolandyryş,0,0
168,B,2023-2024,TMK,Seýisçilik,0,0
169,B,2023-2024,TMK,Atly sport we atly syýahatçylyk,0,0
170,B,2023-2024,TMK,Milli at üstündäki oýunlar,0,0
171,B,2023-2024,TMK,Sirk sungaty,0,0
172,B,2023-2024,TMK,Weterinar we sanitar ekspertizasy,0,0
173,B,2023-2024,TMK,Ýöriteleşdirilen bilim (defektologiýa),0,0
174,B,2023-2024,TMK,Halkara söwda,0,0
175,B,2023-2024,TMK,Uçuş apparatlarynyň we hereketlendirijileriň tehniki ulanylyşy,0,0
176,B,2023-2024,TMK,Howa gämileriniň awiasiýa we radioelektron enjamlarynyň tehniki ulanylyşy,0,0
177,B,2023-2024,TMK,Neşirýat işi ,0,0
178,B,2023-2024,TMK,Maliýe bazarlary we banklar ,0,0
179,B,2023-2024,TMK,Sanly ykdysadyýetde maliýe ,0,0
180,B,2023-2024,TMK,Maliýe hukugy ,0,0
181,B,2023-2024,TMK,Dünýä maliýe bazary ,0,0
182,B,2023-2024,TMK,Gymmatly kagyzlaryň bazary,0,0
183,B,2023-2024,TMK,Baha kesmek işi ,0,0
184,B,2023-2024,TMK,Sanly ykdysadyýetde maliýe bazarlary we maliýe howpsuzlygy ,0,0
185,B,2023-2024,TMK,Elektron işewürliginiň ykdysadyýeti,0,0
186,B,2023-2024,TMK,Elektron täjirçiligi ,0,0
