Row Index,KOD,Year,Uviversity,Hünärler,Tölegli talyp sany,BŽ talyp sany
37,B,2022-2023,TDU,Halkara gatnaşyklary we dünýä syýasaty ,0,0
38,B,2022-2023,TDU,Halkara ykdysadyýet,0,0
39,B,2022-2023,TDU,Halkara täjirçilik,0,0
40,B,2022-2023,TDU,Halkara maliýe,0,0
41,B,2022-2023,TDU,Ätiýaçlandyryş işi,0,0
42,B,2022-2023,TDU,Halkara menejment,0,0
43,B,2022-2023,TDU,Kompýuter tehnologiýasy,0,0
44,B,2022-2023,TDU,Kompýuter ulgamynyň programma üpjünçiligi,0,0
45,B,2022-2023,TDU,Maglumat we kommunikasiýa tehnologiýalary,0,0
46,B,2022-2023,TDU,Nebitgaz işi,0,0
47,B,2022-2023,TDU,Dag işi,0,0
48,B,2022-2023,TDU,Gazylyp alynýan peýdaly magdanlaryň geologiýasy we gözlegi,0,0
49,B,2022-2023,TDU,Tehnologiki maşynlar we enjamlar,0,0
50,B,2022-2023,TDU,Elektroenergetika we elektrotehnika,0,0
51,B,2022-2023,TDU,Himiýa tehnologiýasy,0,0
52,B,2022-2023,TDU,Standartlaşdyrmak we metrologiýa (nebitgaz pudagynda),0,0
53,B,2022-2023,TDU,Nebitgaz pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
54,B,2022-2023,TDU,Logistika,0,0
55,B,2022-2023,TDU,Işgärleri dolandyrmak,0,0
56,B,2022-2023,TDU,Programma inženerçiligi,0,0
57,B,2022-2023,TDU,Maglumat howpsuzlygy,0,0
58,B,2022-2023,TDU,Kartografiýa we geoinformatika,0,0
59,B,2022-2023,TDU,Gozgalmaýan emläkleriň ekspertizasy we dolandyrylyşy,0,0
60,B,2022-2023,TDU,Maglumat-ölçeýiş tehnikasy we tehnologiýasy,0,0
61,B,2022-2023,TDU,Mikroelektronika we ýarymgeçirijili abzallar,0,0
62,B,2022-2023,TDU,Senagat elektronikasy,0,0
63,B,2022-2023,TDU,Kärhananyň ykdysadyýeti we dolandyrylyşy,0,0
64,B,2022-2023,TDU,Önümçiligiň ykdysadyýeti we guralyşy (senagat pudagynda),0,0
65,B,2022-2023,TDU,Buhgalterçilik hasaba alnyşy we audit,0,0
66,B,2022-2023,TDU,"Buhgalterçilik hasaba alnyşy, analiz we audit",0,0
67,B,2022-2023,TDU,Ykdysadyýet,0,0
68,B,2022-2023,TDU,Statistika,0,0
69,B,2022-2023,TDU,Ykdysady howpsuzlyk,0,0
70,B,2022-2023,TDU,Ykdysadyýet we hukuk,0,0
71,B,2022-2023,TDU,Bank işi,0,0
72,B,2022-2023,TDU,Maliýe,0,0
73,B,2022-2023,TDU,Sanly ykdysadyýet,0,0
74,B,2022-2023,TDU,Işewürlik-informatika,0,0
75,B,2022-2023,TDU,Dünýä ykdysadyýeti,0,0
76,B,2022-2023,TDU,Menejment,0,0
77,B,2022-2023,TDU,Döwlet we ýerli dolandyryş,0,0
78,B,2022-2023,TDU,Zähmetiň ykdysadyýeti,0,0
79,B,2022-2023,TDU,Marketing,0,0
80,B,2022-2023,TDU,Täjirçilik (Söwda işi),0,0
81,B,2022-2023,TDU,Harytşynaslyk,0,0
82,B,2022-2023,TDU,Hili dolandyrmak,0,0
83,B,2022-2023,TDU,Maliýe gözegçiligi,0,0
84,B,2022-2023,TDU,Maliýe menejmenti,0,0
85,B,2022-2023,TDU,Maliýe we karz ,0,0
86,B,2022-2023,TDU,Bank işi we pul dolanyşygy ,0,0
87,B,2022-2023,TDU,Salgytlar we salgyt salmak,0,0
88,B,2022-2023,TDU,Töwekgelçilikleri dolandyrmak we ätiýaçlandyryş işi,0,0
89,B,2022-2023,TDU,Birža işi ,0,0
90,B,2022-2023,TDU,Awtomatlaşdyrma we amaly informatika,0,0
91,B,2022-2023,TDU,Ýyladyşhana hojalygy,0,0
92,B,2022-2023,TDU,Agroekologiýa,0,0
93,B,2022-2023,TDU,Zootehniýa,0,0
94,B,2022-2023,TDU,Atçylyk,0,0
95,B,2022-2023,TDU,Senagat balykçylygy,0,0
96,B,2022-2023,TDU,Kinologiýa,0,0
97,B,2022-2023,TDU,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
98,B,2022-2023,TDU,"Ykdysadyýet (oba hojalygynda), Ykdysadyýet we dolandyryş (oba hojalygynda)",0,0
99,B,2022-2023,TDU,Maglumat howpsuzlygynyň menejmenti,0,0
100,B,2022-2023,TDU,Sanly dolandyryş ,0,0
101,B,2022-2023,TDU,Agroinženerçilik,0,0
102,B,2022-2023,TDU,Ýer gurluşygy we kadastrlar ,0,0
103,B,2022-2023,TDU,Awtomatlaşdyrmak we dolandyrmak,0,0
104,B,2022-2023,TDU,Gidrotehniki desgalar,0,0
105,B,2022-2023,TDU,Gidromelioratiw ulgamlarynyň ulanylyşy ,0,0
106,B,2022-2023,TDU,Oba hojalyk önümlerini gaýtadan işlemegiň tehnologiýasy,0,0
107,B,2022-2023,TDU,Halkara gatnaşyklary,0,0
108,B,2022-2023,TDU,Halkara hukugy,0,0
109,B,2022-2023,TDU,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
110,B,2022-2023,TDU,Kitaphana işi,0,0
111,B,2022-2023,TDU,Kitaphana-maglumat işleri,0,0
112,B,2022-2023,TDU,Telewideniýe žurnalistikasy,0,0
113,B,2022-2023,TDU,Syýahatçylyk,0,0
114,B,2022-2023,TDU,Myhmanhana işi,0,0
115,B,2022-2023,TDU,Resminama we arhiw öwreniş,0,0
116,B,2022-2023,TDU,Arheologiýa,0,0
117,B,2022-2023,TDU,Medeniýeti öwreniş,0,0
118,B,2022-2023,TDU,Muzeýi öwreniş hem-de medeni we tebigy miras ýadygärliklerini goramak,0,0
119,B,2022-2023,TDU,Art-menejment,0,0
120,B,2022-2023,TDU,Horeografiýa sungaty  (Folklor toparyny döretmek we dolandyrmak) ,0,0
121,B,2022-2023,TDU,Horeografiýa sungaty (Milli tans toparyny döretmek we dolandyrmak),0,0
122,B,2022-2023,TDU,Dramaturgiýa,0,0
123,B,2022-2023,TDU,Aktýorçylyk sungaty (Drama we kino aktýory)                                                                                                 ,0,0
124,B,2022-2023,TDU,Aktýorçylyk sungaty  (Gurjak teatrynyň aktýory),0,0
125,B,2022-2023,TDU,Drama režissurasy,0,0
126,B,2022-2023,TDU,Çeper höwesjeňleriň aýdym-saz toparyny döretmek we dolandyrmak,0,0
127,B,2022-2023,TDU,Dikeldiş işleri (görnüşleri boýunça),0,0
128,B,2022-2023,TDU,Ses režissurasy,0,0
129,B,2022-2023,TDU,Kino režissurasy,0,0
130,B,2022-2023,TDU,Yşyklandyryş tehnologiýalary,0,0
131,B,2022-2023,TDU,Telewideniýe režissurasy,0,0
132,B,2022-2023,TDU,Teleradiogepleşikleri guramak we alyp barmak,0,0
133,B,2022-2023,TDU,Operatorçylyk işi we montaž režissurasy,0,0
134,B,2022-2023,TDU,Rejelemek işi,0,0
135,B,2022-2023,TDU,Medeni-köpçülik çärelerini guramak  we goýmak,0,0
136,B,2022-2023,TDU,Infokommunikasion tehnologiýalar we aragatnaşyk ulgamlary,0,0
137,B,2022-2023,TDU,Energetika pudagynyň kärhanalarynyň ykdysadyýeti we dolandyrylyşy,0,0
138,B,2022-2023,TDU,Materiallary öwrenmek we täze materiallaryň tehnologiýasy,0,0
139,B,2022-2023,TDU,Nanomateriallar,0,0
140,B,2022-2023,TDU,Himiki inžiniring,0,0
141,B,2022-2023,TDU,Biotehnologiýa,0,0
142,B,2022-2023,TDU,Ekologiýa we tebigatdan peýdalanmak,0,0
143,B,2022-2023,TDU,Genetika we bioinžiniring,0,0
144,B,2022-2023,TDU,Öýjük we molekulýar biologiýa,0,0
145,B,2022-2023,TDU,Mikrobiologiýa,0,0
146,B,2022-2023,TDU,Informatika we hasaplaýyş tehnikasy,0,0
147,B,2022-2023,TDU,Mobil we tor inžiniringi,0,0
148,B,2022-2023,TDU,Animasiýa we grafiki dizaýny,0,0
149,B,2022-2023,TDU,Sanly infrastruktura we kiberhowpsuzlyk,0,0
150,B,2022-2023,TDU,Emeli aň we ekspert ulgamlary,0,0
151,B,2022-2023,TDU,Elektronika we nanoelektronika,0,0
152,B,2022-2023,TDU,Mehatronika we robot tehnikasy,0,0
153,B,2022-2023,TDU,Biolukmançylyk elektronikasy,0,0
154,B,2022-2023,TDU,Häzirkizaman tehnologiýalaryň fizikasy,0,0
155,B,2022-2023,TDU,Maglumatlary goramagyň tehniki serişdeleri,0,0
156,B,2022-2023,TDU,Sanly ykdysadyýetiň tehnologiýalary,0,0
157,B,2022-2023,TDU,Innowasion ykdysadyýet,0,0
158,B,2022-2023,TDU,Tehnologiýa işewürligi,0,0
159,B,2022-2023,TDU,Filologiýa (tehniki iňlis dili we ýapon dili),0,0
160,B,2022-2023,TDU,Kompýuter lingwistikasy,0,0
161,B,2022-2023,TDU,Innowasion menejment we halkara işewürligi,0,0
162,B,2022-2023,TDU,Howa hereketiniň dolandyrylyşy,0,0
163,B,2022-2023,TDU,Howa ulagynda gatnawlary guramak we dolandyrmak,0,0
164,B,2022-2023,TDU,Önümçiligiň we tehnologiýa prosesleriniň awtomatlaşdyrylyşy,0,0
165,B,2022-2023,TDU,Ulag pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
166,B,2022-2023,TDU,Ýerüsti ulag-tehnologiki serişdeler,0,0
167,B,2022-2023,TDU,Ykdysadyýet we dolandyryş,0,0
168,B,2022-2023,TDU,Seýisçilik,0,0
169,B,2022-2023,TDU,Atly sport we atly syýahatçylyk,0,0
170,B,2022-2023,TDU,Milli at üstündäki oýunlar,0,0
171,B,2022-2023,TDU,Sirk sungaty,0,0
172,B,2022-2023,TDU,Weterinar we sanitar ekspertizasy,0,0
173,B,2022-2023,TDU,Ýöriteleşdirilen bilim (defektologiýa),0,0
174,B,2022-2023,TDU,Halkara söwda,0,0
175,B,2022-2023,TDU,Uçuş apparatlarynyň we hereketlendirijileriň tehniki ulanylyşy,0,0
176,B,2022-2023,TDU,Howa gämileriniň awiasiýa we radioelektron enjamlarynyň tehniki ulanylyşy,0,0
177,B,2022-2023,TDU,Neşirýat işi ,0,0
178,B,2022-2023,TDU,Maliýe bazarlary we banklar ,0,0
179,B,2022-2023,TDU,Sanly ykdysadyýetde maliýe ,0,0
180,B,2022-2023,TDU,Maliýe hukugy ,0,0
181,B,2022-2023,TDU,Dünýä maliýe bazary ,0,0
182,B,2022-2023,TDU,Gymmatly kagyzlaryň bazary,0,0
183,B,2022-2023,TDU,Baha kesmek işi ,0,0
184,B,2022-2023,TDU,Sanly ykdysadyýetde maliýe bazarlary we maliýe howpsuzlygy ,0,0
185,B,2022-2023,TDU,Elektron işewürliginiň ykdysadyýeti,0,0
186,B,2022-2023,TDU,Elektron täjirçiligi ,0,0
187,B,2022-2023,TDU,Maglumat ulgamlary we tehnologiýalary (ykdysadyýetde we dolandyryşda) ,0,0
188,B,2022-2023,TDU,Ykdysady kibernetika ,0,0
189,B,2022-2023,TDU,Işewürlik we telekeçilik,0,0
190,B,2022-2023,TDU,Ilatyň durmuş üpjünçiligini guramak ,0,0
191,B,2022-2023,TDU,Önümiň tehnologiýasy we jemgyýetçilik iýmitini guramak,0,0
192,B,2022-2023,TDU,Söwdada we logistikada sanly tehnologiýalar ,0,0
193,B,2022-2023,TDU,Zähmetiň ykdysadyýeti we bazary ,0,0
1,B,2022-2023,HNGU,Amaly matematika we informatika,0,0
2,B,2022-2023,HNGU,Maglumat ulgamlary we tehnologiýalary,48,0
3,B,2022-2023,HNGU,Pedagogika bilimi (informatika we bilimde maglumat tehnologiýalary),0,0
4,B,2022-2023,HNGU,Pedagogika bilimi (matematika we informatika),0,0
5,B,2022-2023,HNGU,Pedagogika bilimi (geografiýa we ykdysadyýetiň esaslary),0,0
6,B,2022-2023,HNGU,Durmuş işi,0,0
7,B,2022-2023,HNGU,Başlangyç bilimiň mugallymçylygy we psihologiýasy,0,0
8,B,2022-2023,HNGU,Mekdebe çenli bilim we terbiýe,0,0
9,B,2022-2023,HNGU,Pedagogika bilimi (iňlis dili),0,0
10,B,2022-2023,HNGU,Pedagogika bilimi (nemes we iňlis dilleri),0,0
11,B,2022-2023,HNGU,Pedagogika bilimi (fransuz we iňlis dilleri),0,0
12,B,2022-2023,HNGU,Pedagogika bilimi (rus dili we edebiýaty),0,0
13,B,2022-2023,HNGU,Pedagogika bilimi (ispan we iňlis dilleri),0,0
14,B,2022-2023,HNGU,"Pedagogika bilimi (arap dili, türkmen dili we edebiýaty)",0,0
15,B,2022-2023,HNGU,"Pedagogika bilimi (pars dili, türkmen dili we edebiýaty)",0,0
16,B,2022-2023,HNGU,"Pedagogika bilimi (türk dili, türkmen dili we edebiýaty)",0,0
17,B,2022-2023,HNGU,"Pedagogika bilimi (hytaý dili, türkmen dili we edebiýaty)",0,0
18,B,2022-2023,HNGU,"Pedagogika bilimi (ýapon dili, türkmen dili we edebiýaty)",0,0
19,B,2022-2023,HNGU,"Pedagogika bilimi (koreý dili, türkmen dili we edebiýaty)",0,0
20,B,2022-2023,HNGU,"Pedagogika bilimi (hindi dili, türkmen dili we edebiýaty)",0,0
21,B,2022-2023,HNGU,Pedagogika bilimi (türkmen dili we edebiýaty),0,0
22,B,2022-2023,HNGU,Pedagogika bilimi (italýan we iňlis dilleri),0,0
23,B,2022-2023,HNGU,Terjime we terjimeçilik işi (iňlis dili),0,0
24,B,2022-2023,HNGU,Terjime we terjimeçilik işi (rus dili),0,0
25,B,2022-2023,HNGU,Türkmen dilini okatmagyň usulyýeti,0,0
26,B,2022-2023,HNGU,Rus dilini okatmagyň usulyýeti,0,0
27,B,2022-2023,HNGU,Iňlis dilini okatmagyň usulyýeti,0,0
28,B,2022-2023,HNGU,Nemes dili,0,0
29,B,2022-2023,HNGU,Fransuz dili,0,0
30,B,2022-2023,HNGU,Ispan dili,0,0
31,B,2022-2023,HNGU,Italýan dili,0,0
32,B,2022-2023,HNGU,Filosofiýa ,0,0
33,B,2022-2023,HNGU,Sosiologiýa ,0,0
34,B,2022-2023,HNGU,Žurnalistika ,0,0
35,B,2022-2023,HNGU,Halkara jemagat hukugy ,0,0
36,B,2022-2023,HNGU,Halkara hususy hukugy ,0,0
37,B,2022-2023,HNGU,Halkara gatnaşyklary we dünýä syýasaty ,0,0
38,B,2022-2023,HNGU,Halkara ykdysadyýet,0,0
39,B,2022-2023,HNGU,Halkara täjirçilik,0,0
40,B,2022-2023,HNGU,Halkara maliýe,0,0
41,B,2022-2023,HNGU,Ätiýaçlandyryş işi,0,0
42,B,2022-2023,HNGU,Halkara menejment,0,0
43,B,2022-2023,HNGU,Kompýuter tehnologiýasy,0,0
44,B,2022-2023,HNGU,Kompýuter ulgamynyň programma üpjünçiligi,68,0
45,B,2022-2023,HNGU,Maglumat we kommunikasiýa tehnologiýalary,0,0
46,B,2022-2023,HNGU,Nebitgaz işi,24,0
47,B,2022-2023,HNGU,Dag işi,35,0
48,B,2022-2023,HNGU,Gazylyp alynýan peýdaly magdanlaryň geologiýasy we gözlegi,24,0
49,B,2022-2023,HNGU,Tehnologiki maşynlar we enjamlar,24,0
50,B,2022-2023,HNGU,Elektroenergetika we elektrotehnika,64,0
51,B,2022-2023,HNGU,Himiýa tehnologiýasy,24,0
52,B,2022-2023,HNGU,Standartlaşdyrmak we metrologiýa (nebitgaz pudagynda),48,0
53,B,2022-2023,HNGU,Nebitgaz pudagynyň ykdysadyýeti we dolandyrylyşy,96,0
54,B,2022-2023,HNGU,Logistika,72,0
55,B,2022-2023,HNGU,Işgärleri dolandyrmak,24,0
56,B,2022-2023,HNGU,Programma inženerçiligi,24,0
57,B,2022-2023,HNGU,Maglumat howpsuzlygy,24,0
58,B,2022-2023,HNGU,Kartografiýa we geoinformatika,0,0
59,B,2022-2023,HNGU,Gozgalmaýan emläkleriň ekspertizasy we dolandyrylyşy,0,0
60,B,2022-2023,HNGU,Maglumat-ölçeýiş tehnikasy we tehnologiýasy,0,0
61,B,2022-2023,HNGU,Mikroelektronika we ýarymgeçirijili abzallar,0,0
62,B,2022-2023,HNGU,Senagat elektronikasy,0,0
63,B,2022-2023,HNGU,Kärhananyň ykdysadyýeti we dolandyrylyşy,0,0
64,B,2022-2023,HNGU,Önümçiligiň ykdysadyýeti we guralyşy (senagat pudagynda),0,0
65,B,2022-2023,HNGU,Buhgalterçilik hasaba alnyşy we audit,0,0
66,B,2022-2023,HNGU,"Buhgalterçilik hasaba alnyşy, analiz we audit",0,0
67,B,2022-2023,HNGU,Ykdysadyýet,0,0
68,B,2022-2023,HNGU,Statistika,0,0
69,B,2022-2023,HNGU,Ykdysady howpsuzlyk,0,0
70,B,2022-2023,HNGU,Ykdysadyýet we hukuk,0,0
71,B,2022-2023,HNGU,Bank işi,0,0
72,B,2022-2023,HNGU,Maliýe,0,0
73,B,2022-2023,HNGU,Sanly ykdysadyýet,0,0
74,B,2022-2023,HNGU,Işewürlik-informatika,0,0
75,B,2022-2023,HNGU,Dünýä ykdysadyýeti,0,0
76,B,2022-2023,HNGU,Menejment,0,0
77,B,2022-2023,HNGU,Döwlet we ýerli dolandyryş,0,0
78,B,2022-2023,HNGU,Zähmetiň ykdysadyýeti,0,0
79,B,2022-2023,HNGU,Marketing,0,0
80,B,2022-2023,HNGU,Täjirçilik (Söwda işi),0,0
81,B,2022-2023,HNGU,Harytşynaslyk,0,0
82,B,2022-2023,HNGU,Hili dolandyrmak,0,0
83,B,2022-2023,HNGU,Maliýe gözegçiligi,0,0
84,B,2022-2023,HNGU,Maliýe menejmenti,0,0
85,B,2022-2023,HNGU,Maliýe we karz ,0,0
86,B,2022-2023,HNGU,Bank işi we pul dolanyşygy ,0,0
87,B,2022-2023,HNGU,Salgytlar we salgyt salmak,0,0
88,B,2022-2023,HNGU,Töwekgelçilikleri dolandyrmak we ätiýaçlandyryş işi,0,0
89,B,2022-2023,HNGU,Birža işi ,0,0
90,B,2022-2023,HNGU,Awtomatlaşdyrma we amaly informatika,0,0
91,B,2022-2023,HNGU,Ýyladyşhana hojalygy,0,0
92,B,2022-2023,HNGU,Agroekologiýa,0,0
93,B,2022-2023,HNGU,Zootehniýa,0,0
94,B,2022-2023,HNGU,Atçylyk,0,0
95,B,2022-2023,HNGU,Senagat balykçylygy,0,0
96,B,2022-2023,HNGU,Kinologiýa,0,0
97,B,2022-2023,HNGU,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
98,B,2022-2023,HNGU,"Ykdysadyýet (oba hojalygynda), Ykdysadyýet we dolandyryş (oba hojalygynda)",0,0
99,B,2022-2023,HNGU,Maglumat howpsuzlygynyň menejmenti,0,0
100,B,2022-2023,HNGU,Sanly dolandyryş ,0,0
101,B,2022-2023,HNGU,Agroinženerçilik,0,0
102,B,2022-2023,HNGU,Ýer gurluşygy we kadastrlar ,0,0
103,B,2022-2023,HNGU,Awtomatlaşdyrmak we dolandyrmak,0,0
104,B,2022-2023,HNGU,Gidrotehniki desgalar,0,0
105,B,2022-2023,HNGU,Gidromelioratiw ulgamlarynyň ulanylyşy ,0,0
106,B,2022-2023,HNGU,Oba hojalyk önümlerini gaýtadan işlemegiň tehnologiýasy,0,0
107,B,2022-2023,HNGU,Halkara gatnaşyklary,0,0
108,B,2022-2023,HNGU,Halkara hukugy,0,0
109,B,2022-2023,HNGU,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
110,B,2022-2023,HNGU,Kitaphana işi,0,0
111,B,2022-2023,HNGU,Kitaphana-maglumat işleri,0,0
112,B,2022-2023,HNGU,Telewideniýe žurnalistikasy,0,0
113,B,2022-2023,HNGU,Syýahatçylyk,0,0
114,B,2022-2023,HNGU,Myhmanhana işi,0,0
115,B,2022-2023,HNGU,Resminama we arhiw öwreniş,0,0
116,B,2022-2023,HNGU,Arheologiýa,0,0
117,B,2022-2023,HNGU,Medeniýeti öwreniş,0,0
118,B,2022-2023,HNGU,Muzeýi öwreniş hem-de medeni we tebigy miras ýadygärliklerini goramak,0,0
119,B,2022-2023,HNGU,Art-menejment,0,0
120,B,2022-2023,HNGU,Horeografiýa sungaty  (Folklor toparyny döretmek we dolandyrmak) ,0,0
121,B,2022-2023,HNGU,Horeografiýa sungaty (Milli tans toparyny döretmek we dolandyrmak),0,0
122,B,2022-2023,HNGU,Dramaturgiýa,0,0
123,B,2022-2023,HNGU,Aktýorçylyk sungaty (Drama we kino aktýory)                                                                                                 ,0,0
124,B,2022-2023,HNGU,Aktýorçylyk sungaty  (Gurjak teatrynyň aktýory),0,0
125,B,2022-2023,HNGU,Drama režissurasy,0,0
126,B,2022-2023,HNGU,Çeper höwesjeňleriň aýdym-saz toparyny döretmek we dolandyrmak,0,0
127,B,2022-2023,HNGU,Dikeldiş işleri (görnüşleri boýunça),0,0
128,B,2022-2023,HNGU,Ses režissurasy,0,0
129,B,2022-2023,HNGU,Kino režissurasy,0,0
130,B,2022-2023,HNGU,Yşyklandyryş tehnologiýalary,0,0
131,B,2022-2023,HNGU,Telewideniýe režissurasy,0,0
132,B,2022-2023,HNGU,Teleradiogepleşikleri guramak we alyp barmak,0,0
133,B,2022-2023,HNGU,Operatorçylyk işi we montaž režissurasy,0,0
134,B,2022-2023,HNGU,Rejelemek işi,0,0
135,B,2022-2023,HNGU,Medeni-köpçülik çärelerini guramak  we goýmak,0,0
136,B,2022-2023,HNGU,Infokommunikasion tehnologiýalar we aragatnaşyk ulgamlary,0,0
137,B,2022-2023,HNGU,Energetika pudagynyň kärhanalarynyň ykdysadyýeti we dolandyrylyşy,0,0
138,B,2022-2023,HNGU,Materiallary öwrenmek we täze materiallaryň tehnologiýasy,0,0
139,B,2022-2023,HNGU,Nanomateriallar,0,0
140,B,2022-2023,HNGU,Himiki inžiniring,0,0
141,B,2022-2023,HNGU,Biotehnologiýa,0,0
142,B,2022-2023,HNGU,Ekologiýa we tebigatdan peýdalanmak,0,0
143,B,2022-2023,HNGU,Genetika we bioinžiniring,0,0
144,B,2022-2023,HNGU,Öýjük we molekulýar biologiýa,0,0
145,B,2022-2023,HNGU,Mikrobiologiýa,0,0
146,B,2022-2023,HNGU,Informatika we hasaplaýyş tehnikasy,0,0
147,B,2022-2023,HNGU,Mobil we tor inžiniringi,0,0
148,B,2022-2023,HNGU,Animasiýa we grafiki dizaýny,0,0
149,B,2022-2023,HNGU,Sanly infrastruktura we kiberhowpsuzlyk,0,0
150,B,2022-2023,HNGU,Emeli aň we ekspert ulgamlary,0,0
151,B,2022-2023,HNGU,Elektronika we nanoelektronika,0,0
152,B,2022-2023,HNGU,Mehatronika we robot tehnikasy,0,0
153,B,2022-2023,HNGU,Biolukmançylyk elektronikasy,0,0
154,B,2022-2023,HNGU,Häzirkizaman tehnologiýalaryň fizikasy,0,0
155,B,2022-2023,HNGU,Maglumatlary goramagyň tehniki serişdeleri,0,0
156,B,2022-2023,HNGU,Sanly ykdysadyýetiň tehnologiýalary,0,0
157,B,2022-2023,HNGU,Innowasion ykdysadyýet,0,0
158,B,2022-2023,HNGU,Tehnologiýa işewürligi,0,0
159,B,2022-2023,HNGU,Filologiýa (tehniki iňlis dili we ýapon dili),0,0
160,B,2022-2023,HNGU,Kompýuter lingwistikasy,0,0
161,B,2022-2023,HNGU,Innowasion menejment we halkara işewürligi,0,0
162,B,2022-2023,HNGU,Howa hereketiniň dolandyrylyşy,0,0
163,B,2022-2023,HNGU,Howa ulagynda gatnawlary guramak we dolandyrmak,0,0
164,B,2022-2023,HNGU,Önümçiligiň we tehnologiýa prosesleriniň awtomatlaşdyrylyşy,0,0
165,B,2022-2023,HNGU,Ulag pudagynyň ykdysadyýeti we dolandyrylyşy,0,0
166,B,2022-2023,HNGU,Ýerüsti ulag-tehnologiki serişdeler,0,0
167,B,2022-2023,HNGU,Ykdysadyýet we dolandyryş,0,0
168,B,2022-2023,HNGU,Seýisçilik,0,0
169,B,2022-2023,HNGU,Atly sport we atly syýahatçylyk,0,0
170,B,2022-2023,HNGU,Milli at üstündäki oýunlar,0,0
171,B,2022-2023,HNGU,Sirk sungaty,0,0
172,B,2022-2023,HNGU,Weterinar we sanitar ekspertizasy,0,0
173,B,2022-2023,HNGU,Ýöriteleşdirilen bilim (defektologiýa),0,0
174,B,2022-2023,HNGU,Halkara söwda,0,0
175,B,2022-2023,HNGU,Uçuş apparatlarynyň we hereketlendirijileriň tehniki ulanylyşy,0,0
176,B,2022-2023,HNGU,Howa gämileriniň awiasiýa we radioelektron enjamlarynyň tehniki ulanylyşy,0,0
177,B,2022-2023,HNGU,Neşirýat işi ,0,0
178,B,2022-2023,HNGU,Maliýe bazarlary we banklar ,0,0
179,B,2022-2023,HNGU,Sanly ykdysadyýetde maliýe ,0,0
180,B,2022-2023,HNGU,Maliýe hukugy ,0,0
181,B,2022-2023,HNGU,Dünýä maliýe bazary ,0,0
182,B,2022-2023,HNGU,Gymmatly kagyzlaryň bazary,0,0
183,B,2022-2023,HNGU,Baha kesmek işi ,0,0
