Ýyl,Uniwersitet,Ugur,Welaýat,Hünär,Talyp görnüşi,Kwota
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Bakalawr,Scholarship,0.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Bakalawr,Non Scholarship,32.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Scholarship,0.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Non Scholarship,148.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Bakalawr,Scholarship,0.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Bakalawr,Non Scholarship,103.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Scholarship,0.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Non Scholarship,32.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Bakalawr,Scholarship,0.0
2023,TDEI,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Bakalawr,Non Scholarship,13.0
2023,TDEI,5. Jemgyýet baradaky ylymlar,AHAL,Bakalawr,Non Scholarship,6.0
2023,TDEI,5. Jemgyýet baradaky ylymlar,BALKAN,Bakalawr,Non Scholarship,6.0
2023,TDEI,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,9.0
2023,TDEI,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Non Scholarship,12.0
2023,TDEI,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Non Scholarship,53.0
2023,TDEI,5. Jemgyýet baradaky ylymlar,AŞGABAT,Bakalawr,Non Scholarship,7.0
2023,SSTDMI,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,5.0
2023,SSTDMI,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Non Scholarship,15.0
2023,SSTDMI,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Non Scholarship,5.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Hünärmen,Scholarship,48.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Hünärmen,Non Scholarship,134.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Bakalawr,Scholarship,12.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Hünärmen,Scholarship,192.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Hünärmen,Non Scholarship,470.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Bakalawr,Scholarship,41.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Hünärmen,Scholarship,55.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Hünärmen,Non Scholarship,146.0
2023,SSTDMI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Bakalawr,Scholarship,12.0
2023,SSTDMI,7. Ynsanperwer ylymlar,DAŞOGUZ,Hünärmen,Non Scholarship,6.0
2023,SSTDMI,7. Ynsanperwer ylymlar,LEBAP,Hünärmen,Non Scholarship,28.0
2023,SSTDMI,7. Ynsanperwer ylymlar,MARY,Hünärmen,Non Scholarship,6.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,AHAL,Hünärmen,Scholarship,11.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,AHAL,Bakalawr,Scholarship,12.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,BALKAN,Hünärmen,Scholarship,4.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,BALKAN,Bakalawr,Scholarship,5.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,DAŞOGUZ,Hünärmen,Scholarship,5.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,DAŞOGUZ,Bakalawr,Scholarship,6.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,LEBAP,Hünärmen,Scholarship,4.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,LEBAP,Bakalawr,Scholarship,5.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,MARY,Hünärmen,Scholarship,2.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,MARY,Bakalawr,Scholarship,4.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,AŞGABAT,Hünärmen,Scholarship,9.0
2023,HAA,4. Oba hojalygy we oba hojalyk ylymlary,AŞGABAT,Bakalawr,Scholarship,13.0
2023,HAA,5. Jemgyýet baradaky ylymlar,AHAL,Bakalawr,Scholarship,10.0
2023,HAA,5. Jemgyýet baradaky ylymlar,BALKAN,Bakalawr,Scholarship,6.0
2023,HAA,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Scholarship,6.0
2023,HAA,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Scholarship,4.0
2023,HAA,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Scholarship,4.0
2023,HAA,5. Jemgyýet baradaky ylymlar,AŞGABAT,Bakalawr,Scholarship,10.0
2023,HAA,8. Sungat we medeniýet,AHAL,Bakalawr,Scholarship,3.0
2023,HAA,8. Sungat we medeniýet,BALKAN,Bakalawr,Scholarship,1.0
2023,HAA,8. Sungat we medeniýet,DAŞOGUZ,Bakalawr,Scholarship,1.0
2023,HAA,8. Sungat we medeniýet,LEBAP,Bakalawr,Scholarship,1.0
2023,HAA,8. Sungat we medeniýet,MARY,Bakalawr,Scholarship,1.0
2023,HAA,8. Sungat we medeniýet,AŞGABAT,Bakalawr,Scholarship,3.0
2022,TDU,1. Matematika we tebigy ylymlar,AHAL,Hünärmen,Scholarship,107.0
2022,TDU,1. Matematika we tebigy ylymlar,AHAL,Hünärmen,Non Scholarship,61.0
2022,TDU,1. Matematika we tebigy ylymlar,BALKAN,Hünärmen,Scholarship,81.0
2022,TDU,1. Matematika we tebigy ylymlar,BALKAN,Hünärmen,Non Scholarship,40.0
2022,TDU,1. Matematika we tebigy ylymlar,DAŞOGUZ,Hünärmen,Scholarship,78.0
2022,TDU,1. Matematika we tebigy ylymlar,DAŞOGUZ,Hünärmen,Non Scholarship,66.0
2022,TDU,1. Matematika we tebigy ylymlar,LEBAP,Hünärmen,Scholarship,23.0
2022,TDU,1. Matematika we tebigy ylymlar,LEBAP,Hünärmen,Non Scholarship,64.0
2022,TDU,1. Matematika we tebigy ylymlar,MARY,Hünärmen,Scholarship,77.0
2022,TDU,1. Matematika we tebigy ylymlar,MARY,Hünärmen,Non Scholarship,66.0
2022,TDU,1. Matematika we tebigy ylymlar,AŞGABAT,Hünärmen,Scholarship,130.0
2022,TDU,1. Matematika we tebigy ylymlar,AŞGABAT,Hünärmen,Non Scholarship,53.0
2022,TDU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Hünärmen,Non Scholarship,9.0
2022,TDU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Hünärmen,Non Scholarship,7.0
2022,TDU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Hünärmen,Non Scholarship,11.0
2022,TDU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Hünärmen,Non Scholarship,10.0
2022,TDU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Non Scholarship,11.0
2022,TDU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Non Scholarship,12.0
2022,TDU,5. Jemgyýet baradaky ylymlar,AHAL,Hünärmen,Scholarship,16.0
2022,TDU,5. Jemgyýet baradaky ylymlar,AHAL,Hünärmen,Non Scholarship,16.0
2022,TDU,5. Jemgyýet baradaky ylymlar,BALKAN,Hünärmen,Scholarship,12.0
2022,TDU,5. Jemgyýet baradaky ylymlar,BALKAN,Hünärmen,Non Scholarship,8.0
2022,TDU,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Hünärmen,Scholarship,14.0
2022,TDU,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Hünärmen,Non Scholarship,16.0
2022,TDU,5. Jemgyýet baradaky ylymlar,LEBAP,Hünärmen,Scholarship,15.0
2022,TDU,5. Jemgyýet baradaky ylymlar,LEBAP,Hünärmen,Non Scholarship,15.0
2022,TDU,5. Jemgyýet baradaky ylymlar,MARY,Hünärmen,Scholarship,14.0
2022,TDU,5. Jemgyýet baradaky ylymlar,MARY,Hünärmen,Non Scholarship,17.0
2022,TDU,5. Jemgyýet baradaky ylymlar,AŞGABAT,Hünärmen,Scholarship,27.0
2022,TDU,5. Jemgyýet baradaky ylymlar,AŞGABAT,Hünärmen,Non Scholarship,18.0
2022,TDU,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AHAL,Bakalawr,Non Scholarship,18.0
2022,TDU,6. Bilim we pedagogika (mugallymçylyk) ylymlary,BALKAN,Bakalawr,Non Scholarship,12.0
2022,TDU,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Bakalawr,Non Scholarship,17.0
2022,TDU,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Bakalawr,Non Scholarship,15.0
2022,TDU,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Bakalawr,Non Scholarship,20.0
2022,TDU,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AŞGABAT,Bakalawr,Non Scholarship,18.0
2022,TDU,7. Ynsanperwer ylymlar,AHAL,Hünärmen,Scholarship,70.0
2022,TDU,7. Ynsanperwer ylymlar,AHAL,Hünärmen,Non Scholarship,52.0
2022,TDU,7. Ynsanperwer ylymlar,BALKAN,Hünärmen,Scholarship,45.0
2022,TDU,7. Ynsanperwer ylymlar,BALKAN,Hünärmen,Non Scholarship,36.0
2022,TDU,7. Ynsanperwer ylymlar,DAŞOGUZ,Hünärmen,Scholarship,53.0
2022,TDU,7. Ynsanperwer ylymlar,DAŞOGUZ,Hünärmen,Non Scholarship,54.0
2022,TDU,7. Ynsanperwer ylymlar,LEBAP,Hünärmen,Scholarship,17.0
2022,TDU,7. Ynsanperwer ylymlar,LEBAP,Hünärmen,Non Scholarship,52.0
2022,TDU,7. Ynsanperwer ylymlar,MARY,Hünärmen,Scholarship,56.0
2022,TDU,7. Ynsanperwer ylymlar,MARY,Hünärmen,Non Scholarship,56.0
2022,TDU,7. Ynsanperwer ylymlar,AŞGABAT,Hünärmen,Scholarship,107.0
2022,TDU,7. Ynsanperwer ylymlar,AŞGABAT,Hünärmen,Non Scholarship,50.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Hünärmen,Scholarship,67.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Hünärmen,Non Scholarship,115.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Hünärmen,Scholarship,52.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Hünärmen,Non Scholarship,203.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Hünärmen,Scholarship,36.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Hünärmen,Non Scholarship,26.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Hünärmen,Scholarship,74.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Hünärmen,Non Scholarship,112.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Scholarship,67.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Non Scholarship,101.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Scholarship,111.0
2022,HNGU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Non Scholarship,144.0
2022,HNGU,5. Jemgyýet baradaky ylymlar,AHAL,Hünärmen,Scholarship,28.0
2022,HNGU,5. Jemgyýet baradaky ylymlar,BALKAN,Hünärmen,Scholarship,21.0
2022,HNGU,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Hünärmen,Scholarship,18.0
2022,HNGU,5. Jemgyýet baradaky ylymlar,LEBAP,Hünärmen,Scholarship,29.0
2022,HNGU,5. Jemgyýet baradaky ylymlar,MARY,Hünärmen,Scholarship,32.0
2022,HNGU,5. Jemgyýet baradaky ylymlar,AŞGABAT,Hünärmen,Scholarship,64.0
2022,HYYÖU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Bakalawr,Non Scholarship,16.0
2022,HYYÖU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Bakalawr,Non Scholarship,12.0
2022,HYYÖU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Bakalawr,Non Scholarship,17.0
2022,HYYÖU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Bakalawr,Non Scholarship,21.0
2022,HYYÖU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Bakalawr,Non Scholarship,16.0
2022,HYYÖU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Bakalawr,Non Scholarship,33.0
2022,HYYÖU,5. Jemgyýet baradaky ylymlar,AHAL,Bakalawr,Non Scholarship,45.0
2022,HYYÖU,5. Jemgyýet baradaky ylymlar,BALKAN,Bakalawr,Non Scholarship,30.0
2022,HYYÖU,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,32.0
2022,HYYÖU,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Non Scholarship,40.0
2022,HYYÖU,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Non Scholarship,43.0
2022,HYYÖU,5. Jemgyýet baradaky ylymlar,AŞGABAT,Bakalawr,Non Scholarship,133.0
2022,HYYÖU,7. Ynsanperwer ylymlar,AHAL,Bakalawr,Non Scholarship,2.0
2022,HYYÖU,7. Ynsanperwer ylymlar,BALKAN,Bakalawr,Non Scholarship,2.0
2022,HYYÖU,7. Ynsanperwer ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,2.0
2022,HYYÖU,7. Ynsanperwer ylymlar,LEBAP,Bakalawr,Non Scholarship,2.0
2022,HYYÖU,7. Ynsanperwer ylymlar,MARY,Bakalawr,Non Scholarship,2.0
2022,HYYÖU,7. Ynsanperwer ylymlar,AŞGABAT,Bakalawr,Non Scholarship,4.0
2022,TITU,1. Matematika we tebigy ylymlar,AHAL,Bakalawr,Non Scholarship,21.0
2022,TITU,1. Matematika we tebigy ylymlar,BALKAN,Bakalawr,Non Scholarship,12.0
2022,TITU,1. Matematika we tebigy ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,17.0
2022,TITU,1. Matematika we tebigy ylymlar,LEBAP,Bakalawr,Non Scholarship,22.0
2022,TITU,1. Matematika we tebigy ylymlar,MARY,Bakalawr,Non Scholarship,21.0
2022,TITU,1. Matematika we tebigy ylymlar,AŞGABAT,Bakalawr,Non Scholarship,57.0
2022,TITU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Bakalawr,Non Scholarship,76.0
2022,TITU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Bakalawr,Non Scholarship,50.0
2022,TITU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Bakalawr,Non Scholarship,73.0
2022,TITU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Bakalawr,Non Scholarship,75.0
2022,TITU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Bakalawr,Non Scholarship,75.0
2022,TITU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Bakalawr,Non Scholarship,201.0
2022,TITU,5. Jemgyýet baradaky ylymlar,AHAL,Bakalawr,Non Scholarship,13.0
2022,TITU,5. Jemgyýet baradaky ylymlar,BALKAN,Bakalawr,Non Scholarship,10.0
2022,TITU,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,10.0
2022,TITU,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Non Scholarship,16.0
2022,TITU,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Non Scholarship,16.0
2022,TITU,5. Jemgyýet baradaky ylymlar,AŞGABAT,Bakalawr,Non Scholarship,60.0
2022,TITU,7. Ynsanperwer ylymlar,AHAL,Bakalawr,Non Scholarship,10.0
2022,TITU,7. Ynsanperwer ylymlar,BALKAN,Bakalawr,Non Scholarship,8.0
2022,TITU,7. Ynsanperwer ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,10.0
2022,TITU,7. Ynsanperwer ylymlar,LEBAP,Bakalawr,Non Scholarship,7.0
2022,TITU,7. Ynsanperwer ylymlar,MARY,Bakalawr,Non Scholarship,8.0
2022,TITU,7. Ynsanperwer ylymlar,AŞGABAT,Bakalawr,Non Scholarship,32.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Hünärmen,Scholarship,5.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Hünärmen,Non Scholarship,15.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AHAL,Bakalawr,Non Scholarship,3.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Hünärmen,Scholarship,2.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Hünärmen,Non Scholarship,2.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",BALKAN,Bakalawr,Non Scholarship,2.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Hünärmen,Scholarship,2.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Hünärmen,Non Scholarship,7.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",DAŞOGUZ,Bakalawr,Non Scholarship,3.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Hünärmen,Scholarship,2.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Hünärmen,Non Scholarship,10.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",LEBAP,Bakalawr,Non Scholarship,4.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Scholarship,4.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Hünärmen,Non Scholarship,9.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",MARY,Bakalawr,Non Scholarship,3.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Scholarship,5.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Hünärmen,Non Scholarship,17.0
2022,TOHU,"2. Inženerçilik işi, tehnologiýalar we tehniki ylymlar",AŞGABAT,Bakalawr,Non Scholarship,5.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AHAL,Hünärmen,Scholarship,63.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AHAL,Hünärmen,Non Scholarship,20.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AHAL,Bakalawr,Scholarship,12.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AHAL,Bakalawr,Non Scholarship,8.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,BALKAN,Hünärmen,Scholarship,29.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,BALKAN,Hünärmen,Non Scholarship,5.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,BALKAN,Bakalawr,Scholarship,9.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,BALKAN,Bakalawr,Non Scholarship,2.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,DAŞOGUZ,Hünärmen,Scholarship,13.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,DAŞOGUZ,Hünärmen,Non Scholarship,9.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,DAŞOGUZ,Bakalawr,Scholarship,6.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,DAŞOGUZ,Bakalawr,Non Scholarship,3.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,LEBAP,Hünärmen,Scholarship,42.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,LEBAP,Hünärmen,Non Scholarship,16.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,LEBAP,Bakalawr,Scholarship,11.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,LEBAP,Bakalawr,Non Scholarship,6.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,MARY,Hünärmen,Scholarship,50.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,MARY,Hünärmen,Non Scholarship,18.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,MARY,Bakalawr,Scholarship,11.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,MARY,Bakalawr,Non Scholarship,6.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AŞGABAT,Hünärmen,Scholarship,73.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AŞGABAT,Hünärmen,Non Scholarship,22.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AŞGABAT,Bakalawr,Scholarship,11.0
2022,TOHU,4. Oba hojalygy we oba hojalyk ylymlary,AŞGABAT,Bakalawr,Non Scholarship,5.0
2022,TOHU,5. Jemgyýet baradaky ylymlar,AHAL,Bakalawr,Non Scholarship,16.0
2022,TOHU,5. Jemgyýet baradaky ylymlar,BALKAN,Bakalawr,Non Scholarship,4.0
2022,TOHU,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,0.0
2022,TOHU,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Non Scholarship,6.0
2022,TOHU,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Non Scholarship,8.0
2022,TOHU,5. Jemgyýet baradaky ylymlar,AŞGABAT,Bakalawr,Non Scholarship,16.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AHAL,Bakalawr,Scholarship,58.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AHAL,Bakalawr,Non Scholarship,177.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,BALKAN,Hünärmen,Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,BALKAN,Hünärmen,Non Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,BALKAN,Bakalawr,Scholarship,44.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,BALKAN,Bakalawr,Non Scholarship,73.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Hünärmen,Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Hünärmen,Non Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Bakalawr,Scholarship,51.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,DAŞOGUZ,Bakalawr,Non Scholarship,105.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Hünärmen,Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Hünärmen,Non Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Bakalawr,Scholarship,47.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,LEBAP,Bakalawr,Non Scholarship,80.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Hünärmen,Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Hünärmen,Non Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Bakalawr,Scholarship,50.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,MARY,Bakalawr,Non Scholarship,108.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AŞGABAT,Hünärmen,Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AŞGABAT,Hünärmen,Non Scholarship,0.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AŞGABAT,Bakalawr,Scholarship,62.0
2022,TMDDI,6. Bilim we pedagogika (mugallymçylyk) ylymlary,AŞGABAT,Bakalawr,Non Scholarship,234.0
2022,TMDDI,7. Ynsanperwer ylymlar,AHAL,Bakalawr,Non Scholarship,4.0
2022,TMDDI,7. Ynsanperwer ylymlar,BALKAN,Bakalawr,Non Scholarship,3.0
2022,TMDDI,7. Ynsanperwer ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,4.0
2022,TMDDI,7. Ynsanperwer ylymlar,LEBAP,Bakalawr,Non Scholarship,3.0
2022,TMDDI,7. Ynsanperwer ylymlar,MARY,Bakalawr,Non Scholarship,2.0
2022,TMDDI,7. Ynsanperwer ylymlar,AŞGABAT,Bakalawr,Non Scholarship,4.0
2022,TDMal,5. Jemgyýet baradaky ylymlar,AHAL,Bakalawr,Non Scholarship,80.0
2022,TDMal,5. Jemgyýet baradaky ylymlar,BALKAN,Bakalawr,Non Scholarship,44.0
2022,TDMal,5. Jemgyýet baradaky ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,47.0
2022,TDMal,5. Jemgyýet baradaky ylymlar,LEBAP,Bakalawr,Non Scholarship,63.0
2022,TDMal,5. Jemgyýet baradaky ylymlar,MARY,Bakalawr,Non Scholarship,62.0
2022,TDMal,5. Jemgyýet baradaky ylymlar,AŞGABAT,Bakalawr,Non Scholarship,144.0
2022,TDBGI,1. Matematika we tebigy ylymlar,AHAL,Bakalawr,Non Scholarship,4.0
2022,TDBGI,1. Matematika we tebigy ylymlar,BALKAN,Bakalawr,Non Scholarship,2.0
2022,TDBGI,1. Matematika we tebigy ylymlar,DAŞOGUZ,Bakalawr,Non Scholarship,2.0
