Row Index,KOD,Year,Uviversity,Hünärler,Tölegli talyp sany,BŽ talyp sany
10,M,2023-2024,TDYDI,Işewürlik-dolandyryş ,8,0
11,M,2023-2024,TDYDI,Dünýä ykdysadyýeti ,9,0
12,M,2023-2024,TDYDI,Telekeçilik we maliýe,0,0
13,M,2023-2024,TDYDI,Sanly diplomatiýa,0,0
14,M,2023-2024,TDYDI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TDYDI,Gündogary öwreniş,0,0
16,M,2023-2024,TDYDI,Halkara hususy hukugy,0,0
17,M,2023-2024,TDYDI,Halkara jemagat hukugy,0,0
18,M,2023-2024,TDYDI,Halkara ykdysadyýet,0,0
19,M,2023-2024,TDYDI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TDYDI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TDYDI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TDYDI,Zootehniýa,0,0
23,M,2023-2024,TDYDI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TDYDI,Medeniýeti öwreniş,0,0
25,M,2023-2024,TDYDI,Bank menejmenti ,0,0
26,M,2023-2024,TDYDI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TDYDI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TDYDI,Atçylyk,0,0
29,M,2023-2024,TDYDI,Salgyt menejmenti ,0,0
30,M,2023-2024,TDYDI,Milli ykdysadyýet ,0,0
1,M,2023-2024,TTII,Bilimi dolandyrmak,0,0
2,M,2023-2024,TTII,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TTII,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TTII,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TTII,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TTII,Nebitgaz işi,0,0
7,M,2023-2024,TTII,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TTII,Ykdysadyýet ,0,0
9,M,2023-2024,TTII,Maliýe menejmenti ,0,0
10,M,2023-2024,TTII,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TTII,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TTII,Telekeçilik we maliýe,0,0
13,M,2023-2024,TTII,Sanly diplomatiýa,0,0
14,M,2023-2024,TTII,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TTII,Gündogary öwreniş,0,0
16,M,2023-2024,TTII,Halkara hususy hukugy,0,0
17,M,2023-2024,TTII,Halkara jemagat hukugy,0,0
18,M,2023-2024,TTII,Halkara ykdysadyýet,0,0
19,M,2023-2024,TTII,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TTII,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TTII,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TTII,Zootehniýa,0,0
23,M,2023-2024,TTII,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TTII,Medeniýeti öwreniş,0,0
25,M,2023-2024,TTII,Bank menejmenti ,0,0
26,M,2023-2024,TTII,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TTII,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TTII,Atçylyk,0,0
29,M,2023-2024,TTII,Salgyt menejmenti ,0,0
30,M,2023-2024,TTII,Milli ykdysadyýet ,0,0
1,M,2023-2024,TDLU,Bilimi dolandyrmak,0,0
2,M,2023-2024,TDLU,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TDLU,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TDLU,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TDLU,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TDLU,Nebitgaz işi,0,0
7,M,2023-2024,TDLU,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TDLU,Ykdysadyýet ,0,0
9,M,2023-2024,TDLU,Maliýe menejmenti ,0,0
10,M,2023-2024,TDLU,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TDLU,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TDLU,Telekeçilik we maliýe,0,0
13,M,2023-2024,TDLU,Sanly diplomatiýa,0,0
14,M,2023-2024,TDLU,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TDLU,Gündogary öwreniş,0,0
16,M,2023-2024,TDLU,Halkara hususy hukugy,0,0
17,M,2023-2024,TDLU,Halkara jemagat hukugy,0,0
18,M,2023-2024,TDLU,Halkara ykdysadyýet,0,0
19,M,2023-2024,TDLU,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TDLU,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TDLU,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TDLU,Zootehniýa,0,0
23,M,2023-2024,TDLU,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TDLU,Medeniýeti öwreniş,0,0
25,M,2023-2024,TDLU,Bank menejmenti ,0,0
26,M,2023-2024,TDLU,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TDLU,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TDLU,Atçylyk,0,0
29,M,2023-2024,TDLU,Salgyt menejmenti ,0,0
30,M,2023-2024,TDLU,Milli ykdysadyýet ,0,0
1,M,2023-2024,TDBSI,Bilimi dolandyrmak,0,0
2,M,2023-2024,TDBSI,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TDBSI,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TDBSI,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TDBSI,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TDBSI,Nebitgaz işi,0,0
7,M,2023-2024,TDBSI,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TDBSI,Ykdysadyýet ,0,0
9,M,2023-2024,TDBSI,Maliýe menejmenti ,0,0
10,M,2023-2024,TDBSI,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TDBSI,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TDBSI,Telekeçilik we maliýe,0,0
13,M,2023-2024,TDBSI,Sanly diplomatiýa,0,0
14,M,2023-2024,TDBSI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TDBSI,Gündogary öwreniş,0,0
16,M,2023-2024,TDBSI,Halkara hususy hukugy,0,0
17,M,2023-2024,TDBSI,Halkara jemagat hukugy,0,0
18,M,2023-2024,TDBSI,Halkara ykdysadyýet,0,0
19,M,2023-2024,TDBSI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TDBSI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TDBSI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TDBSI,Zootehniýa,0,0
23,M,2023-2024,TDBSI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TDBSI,Medeniýeti öwreniş,0,0
25,M,2023-2024,TDBSI,Bank menejmenti ,0,0
26,M,2023-2024,TDBSI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TDBSI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TDBSI,Atçylyk,0,0
29,M,2023-2024,TDBSI,Salgyt menejmenti ,0,0
30,M,2023-2024,TDBSI,Milli ykdysadyýet ,0,0
1,M,2023-2024,TDMI,Bilimi dolandyrmak,0,0
2,M,2023-2024,TDMI,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TDMI,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TDMI,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TDMI,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TDMI,Nebitgaz işi,0,0
7,M,2023-2024,TDMI,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TDMI,Ykdysadyýet ,0,0
9,M,2023-2024,TDMI,Maliýe menejmenti ,0,0
10,M,2023-2024,TDMI,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TDMI,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TDMI,Telekeçilik we maliýe,0,0
13,M,2023-2024,TDMI,Sanly diplomatiýa,0,0
14,M,2023-2024,TDMI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TDMI,Gündogary öwreniş,0,0
16,M,2023-2024,TDMI,Halkara hususy hukugy,0,0
17,M,2023-2024,TDMI,Halkara jemagat hukugy,0,0
18,M,2023-2024,TDMI,Halkara ykdysadyýet,0,0
19,M,2023-2024,TDMI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TDMI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TDMI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TDMI,Zootehniýa,0,0
23,M,2023-2024,TDMI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TDMI,Medeniýeti öwreniş,0,0
25,M,2023-2024,TDMI,Bank menejmenti ,0,0
26,M,2023-2024,TDMI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TDMI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TDMI,Atçylyk,0,0
29,M,2023-2024,TDMI,Salgyt menejmenti ,0,0
30,M,2023-2024,TDMI,Milli ykdysadyýet ,0,0
1,M,2023-2024,TMK,Bilimi dolandyrmak,0,0
2,M,2023-2024,TMK,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TMK,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TMK,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TMK,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TMK,Nebitgaz işi,0,0
7,M,2023-2024,TMK,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TMK,Ykdysadyýet ,0,0
9,M,2023-2024,TMK,Maliýe menejmenti ,0,0
10,M,2023-2024,TMK,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TMK,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TMK,Telekeçilik we maliýe,0,0
13,M,2023-2024,TMK,Sanly diplomatiýa,0,0
14,M,2023-2024,TMK,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TMK,Gündogary öwreniş,0,0
16,M,2023-2024,TMK,Halkara hususy hukugy,0,0
17,M,2023-2024,TMK,Halkara jemagat hukugy,0,0
18,M,2023-2024,TMK,Halkara ykdysadyýet,0,0
19,M,2023-2024,TMK,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TMK,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TMK,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TMK,Zootehniýa,0,0
23,M,2023-2024,TMK,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TMK,Medeniýeti öwreniş,0,0
25,M,2023-2024,TMK,Bank menejmenti ,0,0
26,M,2023-2024,TMK,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TMK,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TMK,Atçylyk,0,0
29,M,2023-2024,TMK,Salgyt menejmenti ,0,0
30,M,2023-2024,TMK,Milli ykdysadyýet ,0,0
1,M,2023-2024,TDÇA,Bilimi dolandyrmak,0,0
2,M,2023-2024,TDÇA,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TDÇA,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TDÇA,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TDÇA,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TDÇA,Nebitgaz işi,0,0
7,M,2023-2024,TDÇA,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TDÇA,Ykdysadyýet ,0,0
9,M,2023-2024,TDÇA,Maliýe menejmenti ,0,0
10,M,2023-2024,TDÇA,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TDÇA,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TDÇA,Telekeçilik we maliýe,0,0
13,M,2023-2024,TDÇA,Sanly diplomatiýa,0,0
14,M,2023-2024,TDÇA,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TDÇA,Gündogary öwreniş,0,0
16,M,2023-2024,TDÇA,Halkara hususy hukugy,0,0
17,M,2023-2024,TDÇA,Halkara jemagat hukugy,0,0
18,M,2023-2024,TDÇA,Halkara ykdysadyýet,0,0
19,M,2023-2024,TDÇA,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TDÇA,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TDÇA,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TDÇA,Zootehniýa,0,0
23,M,2023-2024,TDÇA,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TDÇA,Medeniýeti öwreniş,0,0
25,M,2023-2024,TDÇA,Bank menejmenti ,0,0
26,M,2023-2024,TDÇA,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TDÇA,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TDÇA,Atçylyk,0,0
29,M,2023-2024,TDÇA,Salgyt menejmenti ,0,0
30,M,2023-2024,TDÇA,Milli ykdysadyýet ,0,0
1,M,2023-2024,TITUKI,Bilimi dolandyrmak,0,0
2,M,2023-2024,TITUKI,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TITUKI,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TITUKI,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TITUKI,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TITUKI,Nebitgaz işi,0,0
7,M,2023-2024,TITUKI,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TITUKI,Ykdysadyýet ,0,0
9,M,2023-2024,TITUKI,Maliýe menejmenti ,0,0
10,M,2023-2024,TITUKI,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TITUKI,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TITUKI,Telekeçilik we maliýe,0,0
13,M,2023-2024,TITUKI,Sanly diplomatiýa,0,0
14,M,2023-2024,TITUKI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TITUKI,Gündogary öwreniş,0,0
16,M,2023-2024,TITUKI,Halkara hususy hukugy,0,0
17,M,2023-2024,TITUKI,Halkara jemagat hukugy,0,0
18,M,2023-2024,TITUKI,Halkara ykdysadyýet,0,0
19,M,2023-2024,TITUKI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TITUKI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TITUKI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TITUKI,Zootehniýa,0,0
23,M,2023-2024,TITUKI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TITUKI,Medeniýeti öwreniş,0,0
25,M,2023-2024,TITUKI,Bank menejmenti ,0,0
26,M,2023-2024,TITUKI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TITUKI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TITUKI,Atçylyk,0,0
29,M,2023-2024,TITUKI,Salgyt menejmenti ,0,0
30,M,2023-2024,TITUKI,Milli ykdysadyýet ,0,0
1,M,2023-2024,TOHI,Bilimi dolandyrmak,0,0
2,M,2023-2024,TOHI,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TOHI,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TOHI,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TOHI,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TOHI,Nebitgaz işi,0,0
7,M,2023-2024,TOHI,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TOHI,Ykdysadyýet ,0,0
9,M,2023-2024,TOHI,Maliýe menejmenti ,0,0
10,M,2023-2024,TOHI,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TOHI,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TOHI,Telekeçilik we maliýe,0,0
13,M,2023-2024,TOHI,Sanly diplomatiýa,0,0
14,M,2023-2024,TOHI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TOHI,Gündogary öwreniş,0,0
16,M,2023-2024,TOHI,Halkara hususy hukugy,0,0
17,M,2023-2024,TOHI,Halkara jemagat hukugy,0,0
18,M,2023-2024,TOHI,Halkara ykdysadyýet,0,0
19,M,2023-2024,TOHI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TOHI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TOHI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TOHI,Zootehniýa,0,0
23,M,2023-2024,TOHI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TOHI,Medeniýeti öwreniş,0,0
25,M,2023-2024,TOHI,Bank menejmenti ,0,0
26,M,2023-2024,TOHI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TOHI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TOHI,Atçylyk,0,0
29,M,2023-2024,TOHI,Salgyt menejmenti ,0,0
30,M,2023-2024,TOHI,Milli ykdysadyýet ,0,0
1,M,2023-2024,TDEI,Bilimi dolandyrmak,0,0
2,M,2023-2024,TDEI,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,TDEI,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,TDEI,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,TDEI,Işewürlik-dolandyryş,0,0
6,M,2023-2024,TDEI,Nebitgaz işi,0,0
7,M,2023-2024,TDEI,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,TDEI,Ykdysadyýet ,0,0
9,M,2023-2024,TDEI,Maliýe menejmenti ,0,0
10,M,2023-2024,TDEI,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,TDEI,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,TDEI,Telekeçilik we maliýe,0,0
13,M,2023-2024,TDEI,Sanly diplomatiýa,0,0
14,M,2023-2024,TDEI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,TDEI,Gündogary öwreniş,0,0
16,M,2023-2024,TDEI,Halkara hususy hukugy,0,0
17,M,2023-2024,TDEI,Halkara jemagat hukugy,0,0
18,M,2023-2024,TDEI,Halkara ykdysadyýet,0,0
19,M,2023-2024,TDEI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,TDEI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,TDEI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,TDEI,Zootehniýa,0,0
23,M,2023-2024,TDEI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,TDEI,Medeniýeti öwreniş,0,0
25,M,2023-2024,TDEI,Bank menejmenti ,0,0
26,M,2023-2024,TDEI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,TDEI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,TDEI,Atçylyk,0,0
29,M,2023-2024,TDEI,Salgyt menejmenti ,0,0
30,M,2023-2024,TDEI,Milli ykdysadyýet ,0,0
1,M,2023-2024,SSTDMI,Bilimi dolandyrmak,0,0
2,M,2023-2024,SSTDMI,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,SSTDMI,Psihologiýa-pedagogika bilimi,14,0
4,M,2023-2024,SSTDMI,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,SSTDMI,Işewürlik-dolandyryş,0,0
6,M,2023-2024,SSTDMI,Nebitgaz işi,0,0
7,M,2023-2024,SSTDMI,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,SSTDMI,Ykdysadyýet ,0,0
9,M,2023-2024,SSTDMI,Maliýe menejmenti ,0,0
10,M,2023-2024,SSTDMI,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,SSTDMI,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,SSTDMI,Telekeçilik we maliýe,0,0
13,M,2023-2024,SSTDMI,Sanly diplomatiýa,0,0
14,M,2023-2024,SSTDMI,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,SSTDMI,Gündogary öwreniş,0,0
16,M,2023-2024,SSTDMI,Halkara hususy hukugy,0,0
17,M,2023-2024,SSTDMI,Halkara jemagat hukugy,0,0
18,M,2023-2024,SSTDMI,Halkara ykdysadyýet,0,0
19,M,2023-2024,SSTDMI,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,SSTDMI,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,SSTDMI,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,SSTDMI,Zootehniýa,0,0
23,M,2023-2024,SSTDMI,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,SSTDMI,Medeniýeti öwreniş,0,0
25,M,2023-2024,SSTDMI,Bank menejmenti ,0,0
26,M,2023-2024,SSTDMI,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,SSTDMI,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,SSTDMI,Atçylyk,0,0
29,M,2023-2024,SSTDMI,Salgyt menejmenti ,0,0
30,M,2023-2024,SSTDMI,Milli ykdysadyýet ,0,0
1,M,2023-2024,HAA,Bilimi dolandyrmak,0,0
2,M,2023-2024,HAA,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),0,0
3,M,2023-2024,HAA,Psihologiýa-pedagogika bilimi,0,0
4,M,2023-2024,HAA,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2023-2024,HAA,Işewürlik-dolandyryş,0,0
6,M,2023-2024,HAA,Nebitgaz işi,0,0
7,M,2023-2024,HAA,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2023-2024,HAA,Ykdysadyýet ,0,0
9,M,2023-2024,HAA,Maliýe menejmenti ,0,0
10,M,2023-2024,HAA,Işewürlik-dolandyryş ,0,0
11,M,2023-2024,HAA,Dünýä ykdysadyýeti ,0,0
12,M,2023-2024,HAA,Telekeçilik we maliýe,0,0
13,M,2023-2024,HAA,Sanly diplomatiýa,0,0
14,M,2023-2024,HAA,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2023-2024,HAA,Gündogary öwreniş,0,0
16,M,2023-2024,HAA,Halkara hususy hukugy,0,0
17,M,2023-2024,HAA,Halkara jemagat hukugy,0,0
18,M,2023-2024,HAA,Halkara ykdysadyýet,0,0
19,M,2023-2024,HAA,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2023-2024,HAA,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2023-2024,HAA,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2023-2024,HAA,Zootehniýa,0,0
23,M,2023-2024,HAA,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2023-2024,HAA,Medeniýeti öwreniş,0,0
25,M,2023-2024,HAA,Bank menejmenti ,0,0
26,M,2023-2024,HAA,Maglumat howpsuzlygynyň ulgamlary ,0,0
27,M,2023-2024,HAA,Energiýa tygşytlaýjy tehnologiýalar we energetiki menejment ,0,0
28,M,2023-2024,HAA,Atçylyk,0,0
29,M,2023-2024,HAA,Salgyt menejmenti ,0,0
30,M,2023-2024,HAA,Milli ykdysadyýet ,0,0
1,M,2024-2025,TDU,Bilimi dolandyrmak,0,0
2,M,2024-2025,TDU,Pedagogika bilimi (bilimiň pedagogikasy we psihologiýasy),25,0
3,M,2024-2025,TDU,Psihologiýa-pedagogika bilimi,0,0
4,M,2024-2025,TDU,Daşary ýurt dillerini okatmagyň usulyýeti,0,0
5,M,2024-2025,TDU,Işewürlik-dolandyryş,0,0
6,M,2024-2025,TDU,Nebitgaz işi,0,0
7,M,2024-2025,TDU,Uglewodorod gazlaryny gaýtadan işlemegiň tehnologiýasy,0,0
8,M,2024-2025,TDU,Ykdysadyýet ,0,0
9,M,2024-2025,TDU,Maliýe menejmenti ,0,0
10,M,2024-2025,TDU,Işewürlik-dolandyryş ,0,0
11,M,2024-2025,TDU,Dünýä ykdysadyýeti ,0,0
12,M,2024-2025,TDU,Telekeçilik we maliýe,0,0
13,M,2024-2025,TDU,Sanly diplomatiýa,0,0
14,M,2024-2025,TDU,Seljeriş we strategiki meýilleşdiriş,0,0
15,M,2024-2025,TDU,Gündogary öwreniş,0,0
16,M,2024-2025,TDU,Halkara hususy hukugy,0,0
17,M,2024-2025,TDU,Halkara jemagat hukugy,0,0
18,M,2024-2025,TDU,Halkara ykdysadyýet,0,0
19,M,2024-2025,TDU,Syýasy kommunikasiýa we internet žurnalistikasy,0,0
20,M,2024-2025,TDU,Pedagogika bilimi (tebigy we takyk ylmy ugurlara degişli dersleri okatmagyň usulyýeti),0,0
21,M,2024-2025,TDU,Oba hojalygynyň ykdysadyýeti we dolandyrylyşy,0,0
22,M,2024-2025,TDU,Zootehniýa,0,0
23,M,2024-2025,TDU,Halkara arbitraž we işewürlik hukugy,0,0
24,M,2024-2025,TDU,Medeniýeti öwreniş,0,0
25,M,2024-2025,TDU,Bank menejmenti ,0,0
26,M,2024-2025,TDU,Maglumat howpsuzlygynyň ulgamlary ,0,0
