,University,Talyp sany,Year,Hünärler
0.0,TDMal,0.0,2024-2025,Hünärmen
0.0,TDBGI,614.0,2024-2025,Hünärmen
0.0,HGI,410.0,2024-2025,Hünärmen
0.0,TDYDI,0.0,2024-2025,Hünärmen
0.0,TTII,5416.0,2024-2025,Hünärmen
0.0,TDLU,1000.0,2024-2025,Hünärmen
0.0,TDBSI,650.0,2024-2025,Hünärmen
0.0,TDMI,0.0,2024-2025,Hünärmen
0.0,TMK,837.0,2024-2025,Hünärmen
0.0,TDÇA,826.0,2024-2025,Hünärmen
0.0,TITUKI,356.0,2024-2025,Hünärmen
0.0,TOHI,1146.0,2024-2025,Hünärmen
0.0,TDEI,2151.0,2024-2025,Hünärmen
0.0,SSTDMI,5374.0,2024-2025,Hünärmen
0.0,HAA,38.0,2024-2025,Hünärmen
0.0,TDU,110,2024-2025,Bakalawr
0.0,HNGU,605,2024-2025,Bakalawr
0.0,HYYÖU,1999,2024-2025,Bakalawr
0.0,TITU,900,2024-2025,Bakalawr
0.0,TOHU, ,2024-2025,Bakalawr
0.0,TMDDI,4414,2024-2025,Bakalawr
0.0,TDMal,440,2024-2025,Bakalawr
0.0,TDBGI,426,2024-2025,Bakalawr
0.0,HGI,221,2024-2025,Bakalawr
0.0,TDYDI,920,2024-2025,Bakalawr
0.0,TTII,121,2024-2025,Bakalawr
0.0,TDLU,0,2024-2025,Bakalawr
0.0,TDBSI,0,2024-2025,Bakalawr
0.0,TDMI,420,2024-2025,Bakalawr
0.0,TMK,0,2024-2025,Bakalawr
0.0,TDÇA,0,2024-2025,Bakalawr
0.0,TITUKI,0,2024-2025,Bakalawr
0.0,TOHI,824,2024-2025,Bakalawr
0.0,TDEI,908,2024-2025,Bakalawr
0.0,SSTDMI,249,2024-2025,Bakalawr
0.0,HAA,112,2024-2025,Bakalawr
0.0,TDU,25.0,2024-2025,Magistr
0.0,HNGU,23.0,2024-2025,Magistr
0.0,HYYÖU,46.0,2024-2025,Magistr
0.0,TITU,125.0,2024-2025,Magistr
0.0,TOHU,0.0,2024-2025,Magistr
0.0,TMDDI,80.0,2024-2025,Magistr
0.0,TDMal,16.0,2024-2025,Magistr
0.0,TDBGI,0.0,2024-2025,Magistr
0.0,HGI,78.0,2024-2025,Magistr
0.0,TDYDI,100.0,2024-2025,Magistr
0.0,TTII,0.0,2024-2025,Magistr
0.0,TDLU,0.0,2024-2025,Magistr
0.0,TDBSI,0.0,2024-2025,Magistr
0.0,TDMI,20.0,2024-2025,Magistr
0.0,TMK,0.0,2024-2025,Magistr
0.0,TDÇA,0.0,2024-2025,Magistr
0.0,TITUKI,0.0,2024-2025,Magistr
0.0,TOHI,0.0,2024-2025,Magistr
0.0,TDEI,0.0,2024-2025,Magistr
0.0,SSTDMI,15.0,2024-2025,Magistr
0.0,HAA,0.0,2024-2025,Magistr
0.0,TDU,1732.0,2025-2026,Hünärmen
0.0,HNGU,695.0,2025-2026,Hünärmen
0.0,HYYÖU,0.0,2025-2026,Hünärmen
0.0,TITU,0.0,2025-2026,Hünärmen
0.0,TOHU,440.0,2025-2026,Hünärmen
0.0,TMDDI,0.0,2025-2026,Hünärmen
0.0,TDMal,0.0,2025-2026,Hünärmen
0.0,TDBGI,614.0,2025-2026,Hünärmen
0.0,HGI,416.0,2025-2026,Hünärmen
0.0,TDYDI,0.0,2025-2026,Hünärmen
0.0,TTII,5494.0,2025-2026,Hünärmen
0.0,TDLU,1000.0,2025-2026,Hünärmen
0.0,TDBSI,650.0,2025-2026,Hünärmen
0.0,TDMI,0.0,2025-2026,Hünärmen
0.0,TMK,840.0,2025-2026,Hünärmen
0.0,TDÇA,852.0,2025-2026,Hünärmen
0.0,TITUKI,356.0,2025-2026,Hünärmen
0.0,TOHI,978.0,2025-2026,Hünärmen
0.0,TDEI,1958.0,2025-2026,Hünärmen
0.0,SSTDMI,5393.0,2025-2026,Hünärmen
0.0,HAA,38.0,2025-2026,Hünärmen
0.0,TDU,110.0,2025-2026,Bakalawr
0.0,HNGU,605.0,2025-2026,Bakalawr
0.0,HYYÖU,2114.0,2025-2026,Bakalawr
0.0,TITU,0.0,2025-2026,Bakalawr
0.0,TOHU,0.0,2025-2026,Bakalawr
0.0,TMDDI,4426.0,2025-2026,Bakalawr
0.0,TDMal,440.0,2025-2026,Bakalawr
0.0,TDBGI,426.0,2025-2026,Bakalawr
0.0,HGI,236.0,2025-2026,Bakalawr
0.0,TDYDI,920.0,2025-2026,Bakalawr
0.0,TTII,124.0,2025-2026,Bakalawr
0.0,TDLU,0.0,2025-2026,Bakalawr
0.0,TDBSI,0.0,2025-2026,Bakalawr
0.0,TDMI,420.0,2025-2026,Bakalawr
0.0,TMK,0.0,2025-2026,Bakalawr
0.0,TDÇA,0.0,2025-2026,Bakalawr
0.0,TITUKI,0.0,2025-2026,Bakalawr
0.0,TOHI,781.0,2025-2026,Bakalawr
0.0,TDEI,1114.0,2025-2026,Bakalawr
0.0,SSTDMI,358.0,2025-2026,Bakalawr
0.0,HAA,112.0,2025-2026,Bakalawr
0.0,TDU,25.0,2025-2026,Magistr
0.0,HNGU,23.0,2025-2026,Magistr
0.0,HYYÖU,48.0,2025-2026,Magistr
0.0,TITU,0.0,2025-2026,Magistr
0.0,TOHU,0.0,2025-2026,Magistr
0.0,TMDDI,80.0,2025-2026,Magistr
0.0,TDMal,40.0,2025-2026,Magistr
0.0,TDBGI,15.0,2025-2026,Magistr
0.0,HGI,78.0,2025-2026,Magistr
0.0,TDYDI,100.0,2025-2026,Magistr
0.0,TTII,0.0,2025-2026,Magistr
0.0,TDLU,0.0,2025-2026,Magistr
0.0,TDBSI,0.0,2025-2026,Magistr
0.0,TDMI,20.0,2025-2026,Magistr
0.0,TMK,0.0,2025-2026,Magistr
0.0,TDÇA,0.0,2025-2026,Magistr
0.0,TITUKI,0.0,2025-2026,Magistr
0.0,TOHI,0.0,2025-2026,Magistr
0.0,TDEI,15.0,2025-2026,Magistr
0.0,SSTDMI,25.0,2025-2026,Magistr
0.0,HAA,0.0,2025-2026,Magistr
0.0,TDU,1741.0,2026-2027,Hünärmen
0.0,HNGU,695.0,2026-2027,Hünärmen
0.0,HYYÖU,0.0,2026-2027,Hünärmen
0.0,TITU,0.0,2026-2027,Hünärmen
0.0,TOHU,0.0,2026-2027,Hünärmen
0.0,TMDDI,20.0,2026-2027,Hünärmen
0.0,TDMal,0.0,2026-2027,Hünärmen
0.0,TDBGI,0.0,2026-2027,Hünärmen
0.0,HGI,423.0,2026-2027,Hünärmen
0.0,TDYDI,0.0,2026-2027,Hünärmen
0.0,TTII,5540.0,2026-2027,Hünärmen
0.0,TDLU,1000.0,2026-2027,Hünärmen
0.0,TDBSI,650.0,2026-2027,Hünärmen
0.0,TDMI,0.0,2026-2027,Hünärmen
0.0,TMK,846.0,2026-2027,Hünärmen
0.0,TDÇA,869.0,2026-2027,Hünärmen
0.0,TITUKI,0.0,2026-2027,Hünärmen
0.0,TOHI,0.0,2026-2027,Hünärmen
0.0,TDEI,1778.0,2026-2027,Hünärmen
0.0,SSTDMI,5393.0,2026-2027,Hünärmen
0.0,HAA,38.0,2026-2027,Hünärmen
0.0,TDU,110.0,2026-2027,Bakalawr
0.0,HNGU,605.0,2026-2027,Bakalawr
0.0,HYYÖU,0.0,2026-2027,Bakalawr
0.0,TITU,0.0,2026-2027,Bakalawr
0.0,TOHU,0.0,2026-2027,Bakalawr
0.0,TMDDI,4412.0,2026-2027,Bakalawr
0.0,TDMal,460.0,2026-2027,Bakalawr
0.0,TDBGI,0.0,2026-2027,Bakalawr
0.0,HGI,240.0,2026-2027,Bakalawr
0.0,TDYDI,0.0,2026-2027,Bakalawr
0.0,TTII,129.0,2026-2027,Bakalawr
0.0,TDLU,0.0,2026-2027,Bakalawr
0.0,TDBSI,0.0,2026-2027,Bakalawr
0.0,TDMI,440.0,2026-2027,Bakalawr
0.0,TMK,0.0,2026-2027,Bakalawr
0.0,TDÇA,0.0,2026-2027,Bakalawr
0.0,TITUKI,0.0,2026-2027,Bakalawr
0.0,TOHI,0.0,2026-2027,Bakalawr
0.0,TDEI,1115.0,2026-2027,Bakalawr
0.0,SSTDMI,358.0,2026-2027,Bakalawr
0.0,HAA,112.0,2026-2027,Bakalawr
0.0,TDU,45.0,2026-2027,Magistr
0.0,HNGU,23.0,2026-2027,Magistr
0.0,HYYÖU,0.0,2026-2027,Magistr
0.0,TITU,0.0,2026-2027,Magistr
0.0,TOHU,0.0,2026-2027,Magistr
0.0,TMDDI,80.0,2026-2027,Magistr
0.0,TDMal,60.0,2026-2027,Magistr
0.0,TDBGI,45.0,2026-2027,Magistr
0.0,HGI,78.0,2026-2027,Magistr
0.0,TDYDI,0.0,2026-2027,Magistr
0.0,TTII,0.0,2026-2027,Magistr
0.0,TDLU,0.0,2026-2027,Magistr
0.0,TDBSI,0.0,2026-2027,Magistr
0.0,TDMI,20.0,2026-2027,Magistr
0.0,TMK,0.0,2026-2027,Magistr
0.0,TDÇA,0.0,2026-2027,Magistr
0.0,TITUKI,0.0,2026-2027,Magistr
0.0,TOHI,0.0,2026-2027,Magistr
0.0,TDEI,30.0,2026-2027,Magistr
0.0,SSTDMI,25.0,2026-2027,Magistr
0.0,HAA,0.0,2026-2027,Magistr
0.0,TDU,1750.0,2027-2028,Hünärmen
0.0,HNGU,695.0,2027-2028,Hünärmen
0.0,HYYÖU,0.0,2027-2028,Hünärmen
0.0,TITU,0.0,2027-2028,Hünärmen
0.0,TOHU,0.0,2027-2028,Hünärmen
0.0,TMDDI,40.0,2027-2028,Hünärmen
0.0,TDMal,0.0,2027-2028,Hünärmen
0.0,TDBGI,0.0,2027-2028,Hünärmen
0.0,HGI,422.0,2027-2028,Hünärmen
0.0,TDYDI,0.0,2027-2028,Hünärmen
0.0,TTII,5569.0,2027-2028,Hünärmen
0.0,TDLU,1000.0,2027-2028,Hünärmen
0.0,TDBSI,650.0,2027-2028,Hünärmen
0.0,TDMI,0.0,2027-2028,Hünärmen
0.0,TMK,849.0,2027-2028,Hünärmen
0.0,TDÇA,881.0,2027-2028,Hünärmen
0.0,TITUKI,0.0,2027-2028,Hünärmen
0.0,TOHI,0.0,2027-2028,Hünärmen
0.0,TDEI,1782.0,2027-2028,Hünärmen
0.0,SSTDMI,5393.0,2027-2028,Hünärmen
0.0,HAA,38.0,2027-2028,Hünärmen
0.0,TDU,110.0,2027-2028,Bakalawr
0.0,HNGU,605.0,2027-2028,Bakalawr
0.0,HYYÖU,0.0,2027-2028,Bakalawr
0.0,TITU,0.0,2027-2028,Bakalawr
0.0,TOHU,0.0,2027-2028,Bakalawr
0.0,TMDDI,4396.0,2027-2028,Bakalawr
0.0,TDMal,460.0,2027-2028,Bakalawr
0.0,TDBGI,0.0,2027-2028,Bakalawr
0.0,HGI,236.0,2027-2028,Bakalawr
0.0,TDYDI,0.0,2027-2028,Bakalawr
0.0,TTII,130.0,2027-2028,Bakalawr
0.0,TDLU,0.0,2027-2028,Bakalawr
0.0,TDBSI,0.0,2027-2028,Bakalawr
0.0,TDMI,440.0,2027-2028,Bakalawr
0.0,TMK,0.0,2027-2028,Bakalawr
0.0,TDÇA,0.0,2027-2028,Bakalawr
0.0,TITUKI,0.0,2027-2028,Bakalawr
0.0,TOHI,0.0,2027-2028,Bakalawr
0.0,TDEI,1117.0,2027-2028,Bakalawr
0.0,SSTDMI,358.0,2027-2028,Bakalawr
0.0,HAA,112.0,2027-2028,Bakalawr
0.0,TDU,45.0,2027-2028,Magistr
0.0,HNGU,23.0,2027-2028,Magistr
0.0,HYYÖU,0.0,2027-2028,Magistr
0.0,TITU,0.0,2027-2028,Magistr
0.0,TOHU,0.0,2027-2028,Magistr
0.0,TMDDI,80.0,2027-2028,Magistr
0.0,TDMal,60.0,2027-2028,Magistr
0.0,TDBGI,0.0,2027-2028,Magistr
0.0,HGI,78.0,2027-2028,Magistr
0.0,TDYDI,0.0,2027-2028,Magistr
0.0,TTII,0.0,2027-2028,Magistr
0.0,TDLU,0.0,2027-2028,Magistr
0.0,TDBSI,0.0,2027-2028,Magistr
0.0,TDMI,20.0,2027-2028,Magistr
0.0,TMK,0.0,2027-2028,Magistr
0.0,TDÇA,0.0,2027-2028,Magistr
0.0,TITUKI,0.0,2027-2028,Magistr
0.0,TOHI,0.0,2027-2028,Magistr
0.0,TDEI,45.0,2027-2028,Magistr
0.0,SSTDMI,25.0,2027-2028,Magistr
0.0,HAA,10.0,2027-2028,Magistr
0.0,TDU,1784.0,2028-2029,Hünärmen
0.0,HNGU,695.0,2028-2029,Hünärmen
0.0,HYYÖU,0.0,2028-2029,Hünärmen
0.0,TITU,0.0,2028-2029,Hünärmen
0.0,TOHU,0.0,2028-2029,Hünärmen
0.0,TMDDI,60.0,2028-2029,Hünärmen
0.0,TDMal,0.0,2028-2029,Hünärmen
0.0,TDBGI,0.0,2028-2029,Hünärmen
0.0,HGI,420.0,2028-2029,Hünärmen
0.0,TDYDI,0.0,2028-2029,Hünärmen
0.0,TTII,5585.0,2028-2029,Hünärmen
0.0,TDLU,1000.0,2028-2029,Hünärmen
0.0,TDBSI,650.0,2028-2029,Hünärmen
0.0,TDMI,0.0,2028-2029,Hünärmen
0.0,TMK,850.0,2028-2029,Hünärmen
0.0,TDÇA,888.0,2028-2029,Hünärmen
0.0,TITUKI,0.0,2028-2029,Hünärmen
0.0,TOHI,0.0,2028-2029,Hünärmen
0.0,TDEI,1785.0,2028-2029,Hünärmen
0.0,SSTDMI,5393.0,2028-2029,Hünärmen
0.0,HAA,38.0,2028-2029,Hünärmen
0.0,TDU,110.0,2028-2029,Bakalawr
0.0,HNGU,605.0,2028-2029,Bakalawr
0.0,HYYÖU,0.0,2028-2029,Bakalawr
0.0,TITU,0.0,2028-2029,Bakalawr
0.0,TOHU,0.0,2028-2029,Bakalawr
0.0,TMDDI,4376.0,2028-2029,Bakalawr
0.0,TDMal,460.0,2028-2029,Bakalawr
0.0,TDBGI,0.0,2028-2029,Bakalawr
0.0,HGI,240.0,2028-2029,Bakalawr
0.0,TDYDI,0.0,2028-2029,Bakalawr
0.0,TTII,130.0,2028-2029,Bakalawr
0.0,TDLU,0.0,2028-2029,Bakalawr
0.0,TDBSI,0.0,2028-2029,Bakalawr
0.0,TDMI,440.0,2028-2029,Bakalawr
0.0,TMK,0.0,2028-2029,Bakalawr
0.0,TDÇA,0.0,2028-2029,Bakalawr
0.0,TITUKI,0.0,2028-2029,Bakalawr
0.0,TOHI,0.0,2028-2029,Bakalawr
0.0,TDEI,1117.0,2028-2029,Bakalawr
0.0,SSTDMI,358.0,2028-2029,Bakalawr
0.0,HAA,112.0,2028-2029,Bakalawr
0.0,TDU,85.0,2028-2029,Magistr
0.0,HNGU,23.0,2028-2029,Magistr
0.0,HYYÖU,0.0,2028-2029,Magistr
0.0,TITU,0.0,2028-2029,Magistr
0.0,TOHU,0.0,2028-2029,Magistr
0.0,TMDDI,80.0,2028-2029,Magistr
0.0,TDMal,60.0,2028-2029,Magistr
0.0,TDBGI,0.0,2028-2029,Magistr
0.0,HGI,78.0,2028-2029,Magistr
0.0,TDYDI,0.0,2028-2029,Magistr
0.0,TTII,0.0,2028-2029,Magistr
0.0,TDLU,0.0,2028-2029,Magistr
0.0,TDBSI,0.0,2028-2029,Magistr
0.0,TDMI,20.0,2028-2029,Magistr
0.0,TMK,0.0,2028-2029,Magistr
0.0,TDÇA,0.0,2028-2029,Magistr
0.0,TITUKI,0.0,2028-2029,Magistr
0.0,TOHI,0.0,2028-2029,Magistr
0.0,TDEI,60.0,2028-2029,Magistr
0.0,SSTDMI,25.0,2028-2029,Magistr
0.0,HAA,10.0,2028-2029,Magistr
0.0,TDU,1794.0,2029-2030,Hünärmen
0.0,HNGU,695.0,2029-2030,Hünärmen
0.0,HYYÖU,0.0,2029-2030,Hünärmen
0.0,TITU,0.0,2029-2030,Hünärmen
0.0,TOHU,0.0,2029-2030,Hünärmen
0.0,TMDDI,80.0,2029-2030,Hünärmen
0.0,TDMal,0.0,2029-2030,Hünärmen
0.0,TDBGI,0.0,2029-2030,Hünärmen
0.0,HGI,420.0,2029-2030,Hünärmen
0.0,TDYDI,0.0,2029-2030,Hünärmen
0.0,TTII,5590.0,2029-2030,Hünärmen
0.0,TDLU,1000.0,2029-2030,Hünärmen
0.0,TDBSI,650.0,2029-2030,Hünärmen
0.0,TDMI,0.0,2029-2030,Hünärmen
0.0,TMK,851.0,2029-2030,Hünärmen
0.0,TDÇA,898.0,2029-2030,Hünärmen
0.0,TITUKI,0.0,2029-2030,Hünärmen
0.0,TOHI,0.0,2029-2030,Hünärmen
0.0,TDEI,1805.0,2029-2030,Hünärmen
0.0,SSTDMI,5393.0,2029-2030,Hünärmen
0.0,HAA,38.0,2029-2030,Hünärmen
0.0,TDU,130.0,2029-2030,Bakalawr
0.0,HNGU,605.0,2029-2030,Bakalawr
0.0,HYYÖU,0.0,2029-2030,Bakalawr
0.0,TITU,0.0,2029-2030,Bakalawr
0.0,TOHU,0.0,2029-2030,Bakalawr
0.0,TMDDI,4356.0,2029-2030,Bakalawr
0.0,TDMal,460.0,2029-2030,Bakalawr
0.0,TDBGI,0.0,2029-2030,Bakalawr
0.0,HGI,240.0,2029-2030,Bakalawr
0.0,TDYDI,0.0,2029-2030,Bakalawr
0.0,TTII,130.0,2029-2030,Bakalawr
0.0,TDLU,0.0,2029-2030,Bakalawr
0.0,TDBSI,0.0,2029-2030,Bakalawr
0.0,TDMI,440.0,2029-2030,Bakalawr
0.0,TMK,0.0,2029-2030,Bakalawr
0.0,TDÇA,0.0,2029-2030,Bakalawr
0.0,TITUKI,0.0,2029-2030,Bakalawr
0.0,TOHI,0.0,2029-2030,Bakalawr
0.0,TDEI,1117.0,2029-2030,Bakalawr
0.0,SSTDMI,358.0,2029-2030,Bakalawr
0.0,HAA,112.0,2029-2030,Bakalawr
0.0,TDU,85.0,2029-2030,Magistr
0.0,HNGU,23.0,2029-2030,Magistr
0.0,HYYÖU,0.0,2029-2030,Magistr
0.0,TITU,0.0,2029-2030,Magistr
0.0,TOHU,0.0,2029-2030,Magistr
0.0,TMDDI,80.0,2029-2030,Magistr
0.0,TDMal,60.0,2029-2030,Magistr
0.0,TDBGI,0.0,2029-2030,Magistr
0.0,HGI,78.0,2029-2030,Magistr
0.0,TDYDI,0.0,2029-2030,Magistr
0.0,TTII,0.0,2029-2030,Magistr
0.0,TDLU,0.0,2029-2030,Magistr
0.0,TDBSI,0.0,2029-2030,Magistr
0.0,TDMI,20.0,2029-2030,Magistr
0.0,TMK,0.0,2029-2030,Magistr
0.0,TDÇA,0.0,2029-2030,Magistr
0.0,TITUKI,0.0,2029-2030,Magistr
0.0,TOHI,0.0,2029-2030,Magistr
0.0,TDEI,60.0,2029-2030,Magistr
0.0,SSTDMI,25.0,2029-2030,Magistr
0.0,HAA,10.0,2029-2030,Magistr
0.0,TDU,1803.0,2030-2031,Hünärmen
0.0,HNGU,695.0,2030-2031,Hünärmen
0.0,HYYÖU,0.0,2030-2031,Hünärmen
0.0,TITU,0.0,2030-2031,Hünärmen
0.0,TOHU,0.0,2030-2031,Hünärmen
0.0,TMDDI,100.0,2030-2031,Hünärmen
0.0,TDMal,0.0,2030-2031,Hünärmen
0.0,TDBGI,0.0,2030-2031,Hünärmen
0.0,HGI,420.0,2030-2031,Hünärmen
0.0,TDYDI,0.0,2030-2031,Hünärmen
0.0,TTII,5590.0,2030-2031,Hünärmen
0.0,TDLU,1000.0,2030-2031,Hünärmen
0.0,TDBSI,650.0,2030-2031,Hünärmen
0.0,TDMI,0.0,2030-2031,Hünärmen
0.0,TMK,860.0,2030-2031,Hünärmen
0.0,TDÇA,905.0,2030-2031,Hünärmen
0.0,TITUKI,0.0,2030-2031,Hünärmen
0.0,TOHI,0.0,2030-2031,Hünärmen
0.0,TDEI,1830.0,2030-2031,Hünärmen
0.0,SSTDMI,5393.0,2030-2031,Hünärmen
0.0,HAA,40.0,2030-2031,Hünärmen
0.0,TDU,145.0,2030-2031,Bakalawr
0.0,HNGU,605.0,2030-2031,Bakalawr
0.0,HYYÖU,0.0,2030-2031,Bakalawr
0.0,TITU,0.0,2030-2031,Bakalawr
0.0,TOHU,0.0,2030-2031,Bakalawr
0.0,TMDDI,4336.0,2030-2031,Bakalawr
0.0,TDMal,460.0,2030-2031,Bakalawr
0.0,TDBGI,0.0,2030-2031,Bakalawr
0.0,HGI,240.0,2030-2031,Bakalawr
0.0,TDYDI,0.0,2030-2031,Bakalawr
0.0,TTII,130.0,2030-2031,Bakalawr
0.0,TDLU,0.0,2030-2031,Bakalawr
0.0,TDBSI,0.0,2030-2031,Bakalawr
0.0,TDMI,460.0,2030-2031,Bakalawr
0.0,TMK,0.0,2030-2031,Bakalawr
0.0,TDÇA,0.0,2030-2031,Bakalawr
0.0,TITUKI,0.0,2030-2031,Bakalawr
0.0,TOHI,0.0,2030-2031,Bakalawr
0.0,TDEI,1117.0,2030-2031,Bakalawr
0.0,SSTDMI,358.0,2030-2031,Bakalawr
0.0,HAA,120.0,2030-2031,Bakalawr
0.0,TDU,85.0,2030-2031,Magistr
0.0,HNGU,23.0,2030-2031,Magistr
0.0,HYYÖU,0.0,2030-2031,Magistr
0.0,TITU,0.0,2030-2031,Magistr
0.0,TOHU,0.0,2030-2031,Magistr
0.0,TMDDI,80.0,2030-2031,Magistr
0.0,TDMal,60.0,2030-2031,Magistr
0.0,TDBGI,0.0,2030-2031,Magistr
0.0,HGI,78.0,2030-2031,Magistr
0.0,TDYDI,0.0,2030-2031,Magistr
0.0,TTII,0.0,2030-2031,Magistr
0.0,TDLU,0.0,2030-2031,Magistr
0.0,TDBSI,0.0,2030-2031,Magistr
0.0,TDMI,20.0,2030-2031,Magistr
0.0,TMK,0.0,2030-2031,Magistr
0.0,TDÇA,0.0,2030-2031,Magistr
0.0,TITUKI,0.0,2030-2031,Magistr
0.0,TOHI,0.0,2030-2031,Magistr
0.0,TDEI,60.0,2030-2031,Magistr
0.0,SSTDMI,25.0,2030-2031,Magistr
0.0,HAA,20.0,2030-2031,Magistr
0.0,TDU,1812.0,2031-2032,Hünärmen
0.0,HNGU,695.0,2031-2032,Hünärmen
0.0,HYYÖU,0.0,2031-2032,Hünärmen
0.0,TITU,0.0,2031-2032,Hünärmen
0.0,TOHU,0.0,2031-2032,Hünärmen
0.0,TMDDI,120.0,2031-2032,Hünärmen
0.0,TDMal,0.0,2031-2032,Hünärmen
0.0,TDBGI,0.0,2031-2032,Hünärmen
0.0,HGI,441.0,2031-2032,Hünärmen
0.0,TDYDI,0.0,2031-2032,Hünärmen
0.0,TTII,5590.0,2031-2032,Hünärmen
0.0,TDLU,1000.0,2031-2032,Hünärmen
0.0,TDBSI,650.0,2031-2032,Hünärmen
0.0,TDMI,30.0,2031-2032,Hünärmen
0.0,TMK,860.0,2031-2032,Hünärmen
0.0,TDÇA,910.0,2031-2032,Hünärmen
0.0,TITUKI,0.0,2031-2032,Hünärmen
0.0,TOHI,0.0,2031-2032,Hünärmen
0.0,TDEI,1860.0,2031-2032,Hünärmen
0.0,SSTDMI,5393.0,2031-2032,Hünärmen
0.0,HAA,40.0,2031-2032,Hünärmen
0.0,TDU,150.0,2031-2032,Bakalawr
0.0,HNGU,605.0,2031-2032,Bakalawr
0.0,HYYÖU,0.0,2031-2032,Bakalawr
0.0,TITU,0.0,2031-2032,Bakalawr
0.0,TOHU,0.0,2031-2032,Bakalawr
0.0,TMDDI,4316.0,2031-2032,Bakalawr
0.0,TDMal,480.0,2031-2032,Bakalawr
0.0,TDBGI,0.0,2031-2032,Bakalawr
0.0,HGI,240.0,2031-2032,Bakalawr
0.0,TDYDI,0.0,2031-2032,Bakalawr
0.0,TTII,130.0,2031-2032,Bakalawr
0.0,TDLU,0.0,2031-2032,Bakalawr
0.0,TDBSI,0.0,2031-2032,Bakalawr
0.0,TDMI,460.0,2031-2032,Bakalawr
0.0,TMK,0.0,2031-2032,Bakalawr
0.0,TDÇA,0.0,2031-2032,Bakalawr
0.0,TITUKI,0.0,2031-2032,Bakalawr
0.0,TOHI,0.0,2031-2032,Bakalawr
0.0,TDEI,1120.0,2031-2032,Bakalawr
0.0,SSTDMI,358.0,2031-2032,Bakalawr
0.0,HAA,120.0,2031-2032,Bakalawr
0.0,TDU,95.0,2031-2032,Magistr
0.0,HNGU,23.0,2031-2032,Magistr
0.0,HYYÖU,0.0,2031-2032,Magistr
0.0,TITU,0.0,2031-2032,Magistr
0.0,TOHU,0.0,2031-2032,Magistr
0.0,TMDDI,80.0,2031-2032,Magistr
0.0,TDMal,80.0,2031-2032,Magistr
0.0,TDBGI,60.0,2031-2032,Magistr
0.0,HGI,90.0,2031-2032,Magistr
0.0,TDYDI,0.0,2031-2032,Magistr
0.0,TTII,0.0,2031-2032,Magistr
0.0,TDLU,0.0,2031-2032,Magistr
0.0,TDBSI,0.0,2031-2032,Magistr
0.0,TDMI,20.0,2031-2032,Magistr
0.0,TMK,0.0,2031-2032,Magistr
0.0,TDÇA,0.0,2031-2032,Magistr
0.0,TITUKI,0.0,2031-2032,Magistr
0.0,TOHI,0.0,2031-2032,Magistr
0.0,TDEI,60.0,2031-2032,Magistr
0.0,SSTDMI,25.0,2031-2032,Magistr
0.0,HAA,20.0,2031-2032,Magistr
0.0,TDU,1822.0,2032-2033,Hünärmen
0.0,HNGU,695.0,2032-2033,Hünärmen
0.0,HYYÖU,0.0,2032-2033,Hünärmen
0.0,TITU,0.0,2032-2033,Hünärmen
0.0,TOHU,0.0,2032-2033,Hünärmen
0.0,TMDDI,140.0,2032-2033,Hünärmen
0.0,TDMal,0.0,2032-2033,Hünärmen
0.0,TDBGI,0.0,2032-2033,Hünärmen
0.0,HGI,441.0,2032-2033,Hünärmen
0.0,TDYDI,0.0,2032-2033,Hünärmen
0.0,TTII,5590.0,2032-2033,Hünärmen
0.0,TDLU,1000.0,2032-2033,Hünärmen
0.0,TDBSI,650.0,2032-2033,Hünärmen
0.0,TDMI,30.0,2032-2033,Hünärmen
0.0,TMK,860.0,2032-2033,Hünärmen
0.0,TDÇA,910.0,2032-2033,Hünärmen
0.0,TITUKI,0.0,2032-2033,Hünärmen
0.0,TOHI,0.0,2032-2033,Hünärmen
0.0,TDEI,1880.0,2032-2033,Hünärmen
0.0,SSTDMI,5393.0,2032-2033,Hünärmen
0.0,HAA,40.0,2032-2033,Hünärmen
0.0,TDU,150.0,2032-2033,Bakalawr
0.0,HNGU,605.0,2032-2033,Bakalawr
0.0,HYYÖU,0.0,2032-2033,Bakalawr
0.0,TITU,0.0,2032-2033,Bakalawr
0.0,TOHU,0.0,2032-2033,Bakalawr
0.0,TMDDI,4296.0,2032-2033,Bakalawr
0.0,TDMal,480.0,2032-2033,Bakalawr
0.0,TDBGI,0.0,2032-2033,Bakalawr
0.0,HGI,240.0,2032-2033,Bakalawr
0.0,TDYDI,0.0,2032-2033,Bakalawr
0.0,TTII,130.0,2032-2033,Bakalawr
0.0,TDLU,0.0,2032-2033,Bakalawr
0.0,TDBSI,0.0,2032-2033,Bakalawr
0.0,TDMI,460.0,2032-2033,Bakalawr
0.0,TMK,0.0,2032-2033,Bakalawr
0.0,TDÇA,0.0,2032-2033,Bakalawr
0.0,TITUKI,0.0,2032-2033,Bakalawr
0.0,TOHI,0.0,2032-2033,Bakalawr
0.0,TDEI,1137.0,2032-2033,Bakalawr
0.0,SSTDMI,358.0,2032-2033,Bakalawr
0.0,HAA,120.0,2032-2033,Bakalawr
0.0,TDU,95.0,2032-2033,Magistr
0.0,HNGU,23.0,2032-2033,Magistr
0.0,HYYÖU,0.0,2032-2033,Magistr
0.0,TITU,0.0,2032-2033,Magistr
0.0,TOHU,0.0,2032-2033,Magistr
0.0,TMDDI,80.0,2032-2033,Magistr
