University Index,University,Count,Year,Type
13,TITUKI,0.0,2020,AR enjamlar
14,HAA,0.0,2020,AR enjamlar
15,TOHU,0.0,2020,AR enjamlar
16,TDMI,0.0,2020,AR enjamlar
17,TMK,0.0,2020,AR enjamlar
18,TDÇA,0.0,2020,AR enjamlar
19,SSTDMI,0.0,2020,AR enjamlar
20,TDEI,0.0,2020,AR enjamlar
21,TOHI,0.0,2020,AR enjamlar
1,TDU,1508.0,2021,Jemi
2,HYÖU,1699.0,2021,Jemi
3,HNGU,1353.0,2021,Jemi
4,TDBGI,505.0,2021,Jemi
5,TDLU,364.0,2021,Jemi
6,TDBSI,520.0,2021,Jemi
7,HGI,624.0,2021,Jemi
8,TDMaI,281.0,2021,Jemi
9,TDYDI,860.0,2021,Jemi
10,TTweII,527.0,2021,Jemi
11,TMDDI,239.0,2021,Jemi
12,TITU,346.0,2021,Jemi
13,TITUKI,1054.0,2021,Jemi
14,HAA,0.0,2021,Jemi
15,TOHU,471.0,2021,Jemi
16,TDMI,403.0,2021,Jemi
17,TMK,113.0,2021,Jemi
18,TDÇA,111.0,2021,Jemi
19,SSTDMI,293.0,2021,Jemi
20,TDEI,406.0,2021,Jemi
21,TOHI,340.0,2021,Jemi
1,TDU,1366.0,2021,Kompýuter tehnikalar
2,HYÖU,1622.0,2021,Kompýuter tehnikalar
3,HNGU,1211.0,2021,Kompýuter tehnikalar
4,TDBGI,372.0,2021,Kompýuter tehnikalar
5,TDLU,322.0,2021,Kompýuter tehnikalar
6,TDBSI,487.0,2021,Kompýuter tehnikalar
7,HGI,586.0,2021,Kompýuter tehnikalar
8,TDMaI,244.0,2021,Kompýuter tehnikalar
9,TDYDI,760.0,2021,Kompýuter tehnikalar
10,TTweII,481.0,2021,Kompýuter tehnikalar
11,TMDDI,197.0,2021,Kompýuter tehnikalar
12,TITU,213.0,2021,Kompýuter tehnikalar
13,TITUKI,832.0,2021,Kompýuter tehnikalar
14,HAA,0.0,2021,Kompýuter tehnikalar
15,TOHU,382.0,2021,Kompýuter tehnikalar
16,TDMI,391.0,2021,Kompýuter tehnikalar
17,TMK,108.0,2021,Kompýuter tehnikalar
18,TDÇA,105.0,2021,Kompýuter tehnikalar
19,SSTDMI,264.0,2021,Kompýuter tehnikalar
20,TDEI,340.0,2021,Kompýuter tehnikalar
21,TOHI,282.0,2021,Kompýuter tehnikalar
1,TDU,36.0,2021,Interaktiw tagtalar
2,HYÖU,11.0,2021,Interaktiw tagtalar
3,HNGU,38.0,2021,Interaktiw tagtalar
4,TDBGI,40.0,2021,Interaktiw tagtalar
5,TDLU,19.0,2021,Interaktiw tagtalar
6,TDBSI,19.0,2021,Interaktiw tagtalar
7,HGI,19.0,2021,Interaktiw tagtalar
8,TDMaI,12.0,2021,Interaktiw tagtalar
9,TDYDI,45.0,2021,Interaktiw tagtalar
10,TTweII,20.0,2021,Interaktiw tagtalar
11,TMDDI,21.0,2021,Interaktiw tagtalar
12,TITU,67.0,2021,Interaktiw tagtalar
13,TITUKI,74.0,2021,Interaktiw tagtalar
14,HAA,0.0,2021,Interaktiw tagtalar
15,TOHU,22.0,2021,Interaktiw tagtalar
16,TDMI,7.0,2021,Interaktiw tagtalar
17,TMK,2.0,2021,Interaktiw tagtalar
18,TDÇA,2.0,2021,Interaktiw tagtalar
19,SSTDMI,10.0,2021,Interaktiw tagtalar
20,TDEI,15.0,2021,Interaktiw tagtalar
21,TOHI,14.0,2021,Interaktiw tagtalar
1,TDU,106.0,2021,Proýektorlar
2,HYÖU,66.0,2021,Proýektorlar
3,HNGU,104.0,2021,Proýektorlar
4,TDBGI,93.0,2021,Proýektorlar
5,TDLU,23.0,2021,Proýektorlar
6,TDBSI,8.0,2021,Proýektorlar
7,HGI,19.0,2021,Proýektorlar
8,TDMaI,25.0,2021,Proýektorlar
9,TDYDI,45.0,2021,Proýektorlar
10,TTweII,22.0,2021,Proýektorlar
11,TMDDI,21.0,2021,Proýektorlar
12,TITU,66.0,2021,Proýektorlar
13,TITUKI,74.0,2021,Proýektorlar
14,HAA,0.0,2021,Proýektorlar
15,TOHU,57.0,2021,Proýektorlar
16,TDMI,5.0,2021,Proýektorlar
17,TMK,2.0,2021,Proýektorlar
18,TDÇA,0.0,2021,Proýektorlar
19,SSTDMI,10.0,2021,Proýektorlar
20,TDEI,50.0,2021,Proýektorlar
21,TOHI,40.0,2021,Proýektorlar
1,TDU,0.0,2021,Interaktiw işjeň paneller
2,HYÖU,0.0,2021,Interaktiw işjeň paneller
3,HNGU,0.0,2021,Interaktiw işjeň paneller
4,TDBGI,0.0,2021,Interaktiw işjeň paneller
5,TDLU,0.0,2021,Interaktiw işjeň paneller
6,TDBSI,6.0,2021,Interaktiw işjeň paneller
7,HGI,0.0,2021,Interaktiw işjeň paneller
8,TDMaI,0.0,2021,Interaktiw işjeň paneller
9,TDYDI,10.0,2021,Interaktiw işjeň paneller
10,TTweII,0.0,2021,Interaktiw işjeň paneller
11,TMDDI,0.0,2021,Interaktiw işjeň paneller
12,TITU,0.0,2021,Interaktiw işjeň paneller
13,TITUKI,74.0,2021,Interaktiw işjeň paneller
14,HAA,0.0,2021,Interaktiw işjeň paneller
15,TOHU,10.0,2021,Interaktiw işjeň paneller
16,TDMI,0.0,2021,Interaktiw işjeň paneller
17,TMK,1.0,2021,Interaktiw işjeň paneller
18,TDÇA,4.0,2021,Interaktiw işjeň paneller
19,SSTDMI,9.0,2021,Interaktiw işjeň paneller
20,TDEI,1.0,2021,Interaktiw işjeň paneller
21,TOHI,4.0,2021,Interaktiw işjeň paneller
1,TDU,0.0,2021,VR enjamlar
2,HYÖU,0.0,2021,VR enjamlar
3,HNGU,0.0,2021,VR enjamlar
4,TDBGI,0.0,2021,VR enjamlar
5,TDLU,0.0,2021,VR enjamlar
6,TDBSI,0.0,2021,VR enjamlar
7,HGI,0.0,2021,VR enjamlar
8,TDMaI,0.0,2021,VR enjamlar
9,TDYDI,0.0,2021,VR enjamlar
10,TTweII,0.0,2021,VR enjamlar
11,TMDDI,0.0,2021,VR enjamlar
12,TITU,0.0,2021,VR enjamlar
13,TITUKI,0.0,2021,VR enjamlar
14,HAA,0.0,2021,VR enjamlar
15,TOHU,0.0,2021,VR enjamlar
16,TDMI,0.0,2021,VR enjamlar
17,TMK,0.0,2021,VR enjamlar
18,TDÇA,0.0,2021,VR enjamlar
19,SSTDMI,0.0,2021,VR enjamlar
20,TDEI,0.0,2021,VR enjamlar
21,TOHI,0.0,2021,VR enjamlar
1,TDU,0.0,2021,AR enjamlar
2,HYÖU,0.0,2021,AR enjamlar
3,HNGU,0.0,2021,AR enjamlar
4,TDBGI,0.0,2021,AR enjamlar
5,TDLU,0.0,2021,AR enjamlar
6,TDBSI,0.0,2021,AR enjamlar
7,HGI,0.0,2021,AR enjamlar
8,TDMaI,0.0,2021,AR enjamlar
9,TDYDI,0.0,2021,AR enjamlar
10,TTweII,4.0,2021,AR enjamlar
11,TMDDI,0.0,2021,AR enjamlar
12,TITU,0.0,2021,AR enjamlar
13,TITUKI,0.0,2021,AR enjamlar
14,HAA,0.0,2021,AR enjamlar
15,TOHU,0.0,2021,AR enjamlar
16,TDMI,0.0,2021,AR enjamlar
17,TMK,0.0,2021,AR enjamlar
18,TDÇA,0.0,2021,AR enjamlar
19,SSTDMI,0.0,2021,AR enjamlar
20,TDEI,0.0,2021,AR enjamlar
21,TOHI,0.0,2021,AR enjamlar
1,TDU,1457.0,2022,Jemi
2,HYÖU,1699.0,2022,Jemi
3,HNGU,1353.0,2022,Jemi
4,TDBGI,522.0,2022,Jemi
5,TDLU,384.0,2022,Jemi
6,TDBSI,520.0,2022,Jemi
7,HGI,665.0,2022,Jemi
8,TDMaI,284.0,2022,Jemi
9,TDYDI,879.0,2022,Jemi
10,TTweII,757.0,2022,Jemi
11,TMDDI,279.0,2022,Jemi
12,TITU,346.0,2022,Jemi
13,TITUKI,1054.0,2022,Jemi
14,HAA,0.0,2022,Jemi
15,TOHU,487.0,2022,Jemi
16,TDMI,410.0,2022,Jemi
17,TMK,113.0,2022,Jemi
18,TDÇA,122.0,2022,Jemi
19,SSTDMI,293.0,2022,Jemi
20,TDEI,408.0,2022,Jemi
21,TOHI,366.0,2022,Jemi
1,TDU,1315.0,2022,Kompýuter tehnikalar
2,HYÖU,1622.0,2022,Kompýuter tehnikalar
3,HNGU,1211.0,2022,Kompýuter tehnikalar
4,TDBGI,373.0,2022,Kompýuter tehnikalar
5,TDLU,342.0,2022,Kompýuter tehnikalar
6,TDBSI,487.0,2022,Kompýuter tehnikalar
7,HGI,627.0,2022,Kompýuter tehnikalar
8,TDMaI,244.0,2022,Kompýuter tehnikalar
9,TDYDI,763.0,2022,Kompýuter tehnikalar
10,TTweII,691.0,2022,Kompýuter tehnikalar
11,TMDDI,227.0,2022,Kompýuter tehnikalar
12,TITU,213.0,2022,Kompýuter tehnikalar
13,TITUKI,832.0,2022,Kompýuter tehnikalar
14,HAA,0.0,2022,Kompýuter tehnikalar
15,TOHU,394.0,2022,Kompýuter tehnikalar
16,TDMI,398.0,2022,Kompýuter tehnikalar
17,TMK,108.0,2022,Kompýuter tehnikalar
18,TDÇA,116.0,2022,Kompýuter tehnikalar
19,SSTDMI,264.0,2022,Kompýuter tehnikalar
20,TDEI,341.0,2022,Kompýuter tehnikalar
21,TOHI,307.0,2022,Kompýuter tehnikalar
1,TDU,36.0,2022,Interaktiw tagtalar
2,HYÖU,11.0,2022,Interaktiw tagtalar
3,HNGU,38.0,2022,Interaktiw tagtalar
4,TDBGI,45.0,2022,Interaktiw tagtalar
5,TDLU,19.0,2022,Interaktiw tagtalar
6,TDBSI,19.0,2022,Interaktiw tagtalar
7,HGI,19.0,2022,Interaktiw tagtalar
8,TDMaI,12.0,2022,Interaktiw tagtalar
9,TDYDI,45.0,2022,Interaktiw tagtalar
10,TTweII,20.0,2022,Interaktiw tagtalar
11,TMDDI,26.0,2022,Interaktiw tagtalar
12,TITU,67.0,2022,Interaktiw tagtalar
13,TITUKI,74.0,2022,Interaktiw tagtalar
14,HAA,0.0,2022,Interaktiw tagtalar
15,TOHU,22.0,2022,Interaktiw tagtalar
16,TDMI,7.0,2022,Interaktiw tagtalar
17,TMK,2.0,2022,Interaktiw tagtalar
18,TDÇA,2.0,2022,Interaktiw tagtalar
19,SSTDMI,10.0,2022,Interaktiw tagtalar
20,TDEI,15.0,2022,Interaktiw tagtalar
21,TOHI,14.0,2022,Interaktiw tagtalar
1,TDU,106.0,2022,Proýektorlar
2,HYÖU,66.0,2022,Proýektorlar
3,HNGU,104.0,2022,Proýektorlar
4,TDBGI,104.0,2022,Proýektorlar
5,TDLU,23.0,2022,Proýektorlar
6,TDBSI,8.0,2022,Proýektorlar
7,HGI,19.0,2022,Proýektorlar
8,TDMaI,28.0,2022,Proýektorlar
9,TDYDI,45.0,2022,Proýektorlar
10,TTweII,22.0,2022,Proýektorlar
11,TMDDI,26.0,2022,Proýektorlar
12,TITU,66.0,2022,Proýektorlar
13,TITUKI,74.0,2022,Proýektorlar
14,HAA,0.0,2022,Proýektorlar
15,TOHU,58.0,2022,Proýektorlar
16,TDMI,5.0,2022,Proýektorlar
17,TMK,2.0,2022,Proýektorlar
18,TDÇA,0.0,2022,Proýektorlar
19,SSTDMI,10.0,2022,Proýektorlar
20,TDEI,50.0,2022,Proýektorlar
21,TOHI,40.0,2022,Proýektorlar
1,TDU,0.0,2022,Interaktiw işjeň paneller
2,HYÖU,0.0,2022,Interaktiw işjeň paneller
3,HNGU,0.0,2022,Interaktiw işjeň paneller
4,TDBGI,0.0,2022,Interaktiw işjeň paneller
5,TDLU,0.0,2022,Interaktiw işjeň paneller
6,TDBSI,6.0,2022,Interaktiw işjeň paneller
7,HGI,0.0,2022,Interaktiw işjeň paneller
8,TDMaI,0.0,2022,Interaktiw işjeň paneller
9,TDYDI,26.0,2022,Interaktiw işjeň paneller
10,TTweII,20.0,2022,Interaktiw işjeň paneller
11,TMDDI,0.0,2022,Interaktiw işjeň paneller
12,TITU,0.0,2022,Interaktiw işjeň paneller
13,TITUKI,74.0,2022,Interaktiw işjeň paneller
14,HAA,0.0,2022,Interaktiw işjeň paneller
15,TOHU,13.0,2022,Interaktiw işjeň paneller
16,TDMI,0.0,2022,Interaktiw işjeň paneller
17,TMK,1.0,2022,Interaktiw işjeň paneller
18,TDÇA,4.0,2022,Interaktiw işjeň paneller
19,SSTDMI,9.0,2022,Interaktiw işjeň paneller
20,TDEI,2.0,2022,Interaktiw işjeň paneller
21,TOHI,5.0,2022,Interaktiw işjeň paneller
1,TDU,0.0,2022,VR enjamlar
2,HYÖU,0.0,2022,VR enjamlar
3,HNGU,0.0,2022,VR enjamlar
4,TDBGI,0.0,2022,VR enjamlar
5,TDLU,0.0,2022,VR enjamlar
6,TDBSI,0.0,2022,VR enjamlar
7,HGI,0.0,2022,VR enjamlar
8,TDMaI,0.0,2022,VR enjamlar
9,TDYDI,0.0,2022,VR enjamlar
10,TTweII,0.0,2022,VR enjamlar
11,TMDDI,0.0,2022,VR enjamlar
12,TITU,0.0,2022,VR enjamlar
13,TITUKI,0.0,2022,VR enjamlar
14,HAA,0.0,2022,VR enjamlar
15,TOHU,0.0,2022,VR enjamlar
16,TDMI,0.0,2022,VR enjamlar
17,TMK,0.0,2022,VR enjamlar
18,TDÇA,0.0,2022,VR enjamlar
19,SSTDMI,0.0,2022,VR enjamlar
20,TDEI,0.0,2022,VR enjamlar
21,TOHI,0.0,2022,VR enjamlar
1,TDU,0.0,2022,AR enjamlar
2,HYÖU,0.0,2022,AR enjamlar
3,HNGU,0.0,2022,AR enjamlar
4,TDBGI,0.0,2022,AR enjamlar
5,TDLU,0.0,2022,AR enjamlar
6,TDBSI,0.0,2022,AR enjamlar
7,HGI,0.0,2022,AR enjamlar
8,TDMaI,0.0,2022,AR enjamlar
9,TDYDI,0.0,2022,AR enjamlar
10,TTweII,4.0,2022,AR enjamlar
11,TMDDI,0.0,2022,AR enjamlar
12,TITU,0.0,2022,AR enjamlar
13,TITUKI,0.0,2022,AR enjamlar
14,HAA,0.0,2022,AR enjamlar
15,TOHU,0.0,2022,AR enjamlar
16,TDMI,0.0,2022,AR enjamlar
17,TMK,0.0,2022,AR enjamlar
18,TDÇA,0.0,2022,AR enjamlar
19,SSTDMI,0.0,2022,AR enjamlar
20,TDEI,0.0,2022,AR enjamlar
21,TOHI,0.0,2022,AR enjamlar
1,TDU,1486.0,2023,Jemi
2,HYÖU,1712.0,2023,Jemi
3,HNGU,1467.0,2023,Jemi
4,TDBGI,564.0,2023,Jemi
5,TDLU,384.0,2023,Jemi
6,TDBSI,521.0,2023,Jemi
7,HGI,677.0,2023,Jemi
8,TDMaI,288.0,2023,Jemi
9,TDYDI,885.0,2023,Jemi
10,TTweII,630.0,2023,Jemi
11,TMDDI,339.0,2023,Jemi
12,TITU,346.0,2023,Jemi
13,TITUKI,1054.0,2023,Jemi
14,HAA,415.0,2023,Jemi
15,TOHU,590.0,2023,Jemi
16,TDMI,421.0,2023,Jemi
17,TMK,118.0,2023,Jemi
18,TDÇA,125.0,2023,Jemi
19,SSTDMI,353.0,2023,Jemi
20,TDEI,428.0,2023,Jemi
21,TOHI,371.0,2023,Jemi
1,TDU,1344.0,2023,Kompýuter tehnikalar
2,HYÖU,1635.0,2023,Kompýuter tehnikalar
3,HNGU,1257.0,2023,Kompýuter tehnikalar
4,TDBGI,415.0,2023,Kompýuter tehnikalar
5,TDLU,342.0,2023,Kompýuter tehnikalar
6,TDBSI,487.0,2023,Kompýuter tehnikalar
7,HGI,635.0,2023,Kompýuter tehnikalar
8,TDMaI,247.0,2023,Kompýuter tehnikalar
9,TDYDI,769.0,2023,Kompýuter tehnikalar
10,TTweII,564.0,2023,Kompýuter tehnikalar
11,TMDDI,277.0,2023,Kompýuter tehnikalar
12,TITU,213.0,2023,Kompýuter tehnikalar
13,TITUKI,832.0,2023,Kompýuter tehnikalar
14,HAA,321.0,2023,Kompýuter tehnikalar
15,TOHU,485.0,2023,Kompýuter tehnikalar
16,TDMI,409.0,2023,Kompýuter tehnikalar
17,TMK,113.0,2023,Kompýuter tehnikalar
18,TDÇA,118.0,2023,Kompýuter tehnikalar
19,SSTDMI,324.0,2023,Kompýuter tehnikalar
20,TDEI,361.0,2023,Kompýuter tehnikalar
21,TOHI,312.0,2023,Kompýuter tehnikalar
1,TDU,36.0,2023,Interaktiw tagtalar
2,HYÖU,11.0,2023,Interaktiw tagtalar
3,HNGU,38.0,2023,Interaktiw tagtalar
4,TDBGI,45.0,2023,Interaktiw tagtalar
5,TDLU,19.0,2023,Interaktiw tagtalar
6,TDBSI,19.0,2023,Interaktiw tagtalar
7,HGI,19.0,2023,Interaktiw tagtalar
8,TDMaI,12.0,2023,Interaktiw tagtalar
9,TDYDI,45.0,2023,Interaktiw tagtalar
10,TTweII,20.0,2023,Interaktiw tagtalar
11,TMDDI,31.0,2023,Interaktiw tagtalar
12,TITU,67.0,2023,Interaktiw tagtalar
13,TITUKI,74.0,2023,Interaktiw tagtalar
14,HAA,30.0,2023,Interaktiw tagtalar
15,TOHU,22.0,2023,Interaktiw tagtalar
16,TDMI,7.0,2023,Interaktiw tagtalar
17,TMK,2.0,2023,Interaktiw tagtalar
18,TDÇA,2.0,2023,Interaktiw tagtalar
19,SSTDMI,10.0,2023,Interaktiw tagtalar
20,TDEI,15.0,2023,Interaktiw tagtalar
21,TOHI,14.0,2023,Interaktiw tagtalar
1,TDU,106.0,2023,Proýektorlar
2,HYÖU,66.0,2023,Proýektorlar
3,HNGU,165.0,2023,Proýektorlar
4,TDBGI,104.0,2023,Proýektorlar
5,TDLU,23.0,2023,Proýektorlar
6,TDBSI,9.0,2023,Proýektorlar
7,HGI,19.0,2023,Proýektorlar
8,TDMaI,29.0,2023,Proýektorlar
9,TDYDI,45.0,2023,Proýektorlar
10,TTweII,22.0,2023,Proýektorlar
11,TMDDI,31.0,2023,Proýektorlar
12,TITU,66.0,2023,Proýektorlar
13,TITUKI,74.0,2023,Proýektorlar
14,HAA,30.0,2023,Proýektorlar
15,TOHU,62.0,2023,Proýektorlar
16,TDMI,5.0,2023,Proýektorlar
17,TMK,2.0,2023,Proýektorlar
18,TDÇA,0.0,2023,Proýektorlar
19,SSTDMI,10.0,2023,Proýektorlar
20,TDEI,50.0,2023,Proýektorlar
21,TOHI,40.0,2023,Proýektorlar
1,TDU,0.0,2023,Interaktiw işjeň paneller
2,HYÖU,0.0,2023,Interaktiw işjeň paneller
3,HNGU,7.0,2023,Interaktiw işjeň paneller
4,TDBGI,0.0,2023,Interaktiw işjeň paneller
5,TDLU,0.0,2023,Interaktiw işjeň paneller
6,TDBSI,6.0,2023,Interaktiw işjeň paneller
7,HGI,4.0,2023,Interaktiw işjeň paneller
8,TDMaI,0.0,2023,Interaktiw işjeň paneller
9,TDYDI,26.0,2023,Interaktiw işjeň paneller
10,TTweII,20.0,2023,Interaktiw işjeň paneller
11,TMDDI,0.0,2023,Interaktiw işjeň paneller
12,TITU,0.0,2023,Interaktiw işjeň paneller
13,TITUKI,74.0,2023,Interaktiw işjeň paneller
14,HAA,30.0,2023,Interaktiw işjeň paneller
15,TOHU,21.0,2023,Interaktiw işjeň paneller
16,TDMI,0.0,2023,Interaktiw işjeň paneller
17,TMK,1.0,2023,Interaktiw işjeň paneller
18,TDÇA,4.0,2023,Interaktiw işjeň paneller
19,SSTDMI,9.0,2023,Interaktiw işjeň paneller
20,TDEI,2.0,2023,Interaktiw işjeň paneller
21,TOHI,5.0,2023,Interaktiw işjeň paneller
1,TDU,0.0,2023,VR enjamlar
2,HYÖU,0.0,2023,VR enjamlar
3,HNGU,0.0,2023,VR enjamlar
4,TDBGI,0.0,2023,VR enjamlar
5,TDLU,0.0,2023,VR enjamlar
6,TDBSI,0.0,2023,VR enjamlar
7,HGI,0.0,2023,VR enjamlar
8,TDMaI,0.0,2023,VR enjamlar
9,TDYDI,0.0,2023,VR enjamlar
10,TTweII,0.0,2023,VR enjamlar
11,TMDDI,0.0,2023,VR enjamlar
12,TITU,0.0,2023,VR enjamlar
13,TITUKI,0.0,2023,VR enjamlar
14,HAA,0.0,2023,VR enjamlar
15,TOHU,0.0,2023,VR enjamlar
16,TDMI,0.0,2023,VR enjamlar
17,TMK,0.0,2023,VR enjamlar
18,TDÇA,1.0,2023,VR enjamlar
19,SSTDMI,0.0,2023,VR enjamlar
20,TDEI,0.0,2023,VR enjamlar
21,TOHI,0.0,2023,VR enjamlar
1,TDU,0.0,2023,AR enjamlar
2,HYÖU,0.0,2023,AR enjamlar
3,HNGU,0.0,2023,AR enjamlar
4,TDBGI,0.0,2023,AR enjamlar
5,TDLU,0.0,2023,AR enjamlar
6,TDBSI,0.0,2023,AR enjamlar
7,HGI,0.0,2023,AR enjamlar
8,TDMaI,0.0,2023,AR enjamlar
9,TDYDI,0.0,2023,AR enjamlar
10,TTweII,4.0,2023,AR enjamlar
11,TMDDI,0.0,2023,AR enjamlar
12,TITU,0.0,2023,AR enjamlar
13,TITUKI,0.0,2023,AR enjamlar
14,HAA,4.0,2023,AR enjamlar
15,TOHU,0.0,2023,AR enjamlar
16,TDMI,0.0,2023,AR enjamlar
17,TMK,0.0,2023,AR enjamlar
18,TDÇA,0.0,2023,AR enjamlar
19,SSTDMI,0.0,2023,AR enjamlar
20,TDEI,0.0,2023,AR enjamlar
21,TOHI,0.0,2023,AR enjamlar
1,TDU,1486.0,2024,Jemi
2,HYÖU,1712.0,2024,Jemi
3,HNGU,1480.0,2024,Jemi
4,TDBGI,564.0,2024,Jemi
5,TDLU,384.0,2024,Jemi
6,TDBSI,530.0,2024,Jemi
7,HGI,560.0,2024,Jemi
8,TDMaI,308.0,2024,Jemi
9,TDYDI,885.0,2024,Jemi
10,TTweII,1086.0,2024,Jemi
11,TMDDI,339.0,2024,Jemi
12,TITU,383.0,2024,Jemi
13,TITUKI,1054.0,2024,Jemi
14,HAA,415.0,2024,Jemi
15,TOHU,590.0,2024,Jemi
16,TDMI,421.0,2024,Jemi
17,TMK,129.0,2024,Jemi
18,TDÇA,128.0,2024,Jemi
19,SSTDMI,353.0,2024,Jemi
20,TDEI,428.0,2024,Jemi
21,TOHI,381.0,2024,Jemi
1,TDU,1344.0,2024,Kompýuter tehnikalar
2,HYÖU,1635.0,2024,Kompýuter tehnikalar
3,HNGU,1270.0,2024,Kompýuter tehnikalar
4,TDBGI,415.0,2024,Kompýuter tehnikalar
5,TDLU,342.0,2024,Kompýuter tehnikalar
6,TDBSI,492.0,2024,Kompýuter tehnikalar
7,HGI,516.0,2024,Kompýuter tehnikalar
8,TDMaI,267.0,2024,Kompýuter tehnikalar
9,TDYDI,769.0,2024,Kompýuter tehnikalar
10,TTweII,1000.0,2024,Kompýuter tehnikalar
11,TMDDI,277.0,2024,Kompýuter tehnikalar
12,TITU,250.0,2024,Kompýuter tehnikalar
13,TITUKI,832.0,2024,Kompýuter tehnikalar
14,HAA,321.0,2024,Kompýuter tehnikalar
15,TOHU,485.0,2024,Kompýuter tehnikalar
16,TDMI,409.0,2024,Kompýuter tehnikalar
17,TMK,124.0,2024,Kompýuter tehnikalar
18,TDÇA,121.0,2024,Kompýuter tehnikalar
19,SSTDMI,324.0,2024,Kompýuter tehnikalar
20,TDEI,361.0,2024,Kompýuter tehnikalar
21,TOHI,322.0,2024,Kompýuter tehnikalar
1,TDU,36.0,2024,Interaktiw tagtalar
2,HYÖU,11.0,2024,Interaktiw tagtalar
3,HNGU,38.0,2024,Interaktiw tagtalar
4,TDBGI,45.0,2024,Interaktiw tagtalar
5,TDLU,19.0,2024,Interaktiw tagtalar
6,TDBSI,19.0,2024,Interaktiw tagtalar
7,HGI,19.0,2024,Interaktiw tagtalar
8,TDMaI,12.0,2024,Interaktiw tagtalar
9,TDYDI,45.0,2024,Interaktiw tagtalar
10,TTweII,20.0,2024,Interaktiw tagtalar
11,TMDDI,31.0,2024,Interaktiw tagtalar
12,TITU,67.0,2024,Interaktiw tagtalar
13,TITUKI,74.0,2024,Interaktiw tagtalar
14,HAA,30.0,2024,Interaktiw tagtalar
15,TOHU,22.0,2024,Interaktiw tagtalar
16,TDMI,7.0,2024,Interaktiw tagtalar
17,TMK,2.0,2024,Interaktiw tagtalar
18,TDÇA,2.0,2024,Interaktiw tagtalar
19,SSTDMI,10.0,2024,Interaktiw tagtalar
20,TDEI,15.0,2024,Interaktiw tagtalar
21,TOHI,14.0,2024,Interaktiw tagtalar
1,TDU,106.0,2024,Proýektorlar
2,HYÖU,66.0,2024,Proýektorlar
3,HNGU,165.0,2024,Proýektorlar
4,TDBGI,104.0,2024,Proýektorlar
5,TDLU,23.0,2024,Proýektorlar
6,TDBSI,10.0,2024,Proýektorlar
7,HGI,19.0,2024,Proýektorlar
8,TDMaI,29.0,2024,Proýektorlar
9,TDYDI,45.0,2024,Proýektorlar
10,TTweII,22.0,2024,Proýektorlar
11,TMDDI,31.0,2024,Proýektorlar
12,TITU,66.0,2024,Proýektorlar
13,TITUKI,74.0,2024,Proýektorlar
14,HAA,30.0,2024,Proýektorlar
15,TOHU,62.0,2024,Proýektorlar
16,TDMI,5.0,2024,Proýektorlar
17,TMK,2.0,2024,Proýektorlar
18,TDÇA,0.0,2024,Proýektorlar
19,SSTDMI,10.0,2024,Proýektorlar
20,TDEI,50.0,2024,Proýektorlar
21,TOHI,40.0,2024,Proýektorlar
1,TDU,0.0,2024,Interaktiw işjeň paneller
2,HYÖU,0.0,2024,Interaktiw işjeň paneller
3,HNGU,7.0,2024,Interaktiw işjeň paneller
4,TDBGI,0.0,2024,Interaktiw işjeň paneller
5,TDLU,0.0,2024,Interaktiw işjeň paneller
6,TDBSI,6.0,2024,Interaktiw işjeň paneller
7,HGI,6.0,2024,Interaktiw işjeň paneller
8,TDMaI,0.0,2024,Interaktiw işjeň paneller
9,TDYDI,26.0,2024,Interaktiw işjeň paneller
10,TTweII,40.0,2024,Interaktiw işjeň paneller
11,TMDDI,0.0,2024,Interaktiw işjeň paneller
12,TITU,0.0,2024,Interaktiw işjeň paneller
13,TITUKI,74.0,2024,Interaktiw işjeň paneller
14,HAA,30.0,2024,Interaktiw işjeň paneller
15,TOHU,21.0,2024,Interaktiw işjeň paneller
16,TDMI,0.0,2024,Interaktiw işjeň paneller
17,TMK,1.0,2024,Interaktiw işjeň paneller
18,TDÇA,4.0,2024,Interaktiw işjeň paneller
19,SSTDMI,9.0,2024,Interaktiw işjeň paneller
20,TDEI,2.0,2024,Interaktiw işjeň paneller
21,TOHI,5.0,2024,Interaktiw işjeň paneller
1,TDU,0.0,2024,VR enjamlar
2,HYÖU,0.0,2024,VR enjamlar
3,HNGU,0.0,2024,VR enjamlar
4,TDBGI,0.0,2024,VR enjamlar
5,TDLU,0.0,2024,VR enjamlar
6,TDBSI,2.0,2024,VR enjamlar
7,HGI,0.0,2024,VR enjamlar
8,TDMaI,0.0,2024,VR enjamlar
9,TDYDI,0.0,2024,VR enjamlar
10,TTweII,0.0,2024,VR enjamlar
11,TMDDI,0.0,2024,VR enjamlar
12,TITU,0.0,2024,VR enjamlar
13,TITUKI,0.0,2024,VR enjamlar
14,HAA,0.0,2024,VR enjamlar
15,TOHU,0.0,2024,VR enjamlar
16,TDMI,0.0,2024,VR enjamlar
17,TMK,0.0,2024,VR enjamlar
18,TDÇA,1.0,2024,VR enjamlar
19,SSTDMI,0.0,2024,VR enjamlar
20,TDEI,0.0,2024,VR enjamlar
21,TOHI,0.0,2024,VR enjamlar
1,TDU,0.0,2024,AR enjamlar
2,HYÖU,0.0,2024,AR enjamlar
3,HNGU,0.0,2024,AR enjamlar
4,TDBGI,0.0,2024,AR enjamlar
5,TDLU,0.0,2024,AR enjamlar
6,TDBSI,1.0,2024,AR enjamlar
